title,labels
 Pat Robertson Is Having A Total Meltdown And It’s All Thanks To Rachel Maddow,fake
"Fight over Alaska Arctic drilling has just begun, opponents vow",real
" In One Chart, This Company Schooled Donald Trump On How To Treat Women",fake
 Fox News Says ‘Health Insurance Doesn’t Matter Cause We’re All Going To Die Anyway’,fake
" The Worst Possible Person Just Won Alabama’s Runoff For U.S. Senate, And It’s All Trump’s Fault",fake
 Facebook Just Confirmed Russia Spent At Least $100k On Ads To Influence Election,fake
House plan would increase Trump's disaster aid request,real
 Trump Just Threatened Nuclear War And The Internet Exploded With Outrage,fake
U.S. judge issues gag order in Manafort case,real
 Dem Senator Calls Out Mike Pence For Telling A HUGE Lie About Trumpcare,fake
Nearly half of Americans oppose Republican tax bill: Reuters/Ipsos poll,real
 It’s Become Obvious Trump Is Filming PR Video With Hurricane Shelter Visit (VIDEO),fake
Senate Republicans ask Moore to withdraw as new accuser steps forward,real
 Bill Maher Takes Down Trump’s Lying Chief Of Staff In BLISTERING Rebuke (VIDEO),fake
" Miss Texas Gave A VERY Unexpected Answer When Asked About Trump, And Republicans Are Furious",fake
Trump administration issues new rules on U.S. visa waivers,real
" Hannity Defends Trump With Psychotic Threat To Morning Joe, This Could Ruin Him (TWEET)",fake
 Trump Is So Bad Hillary Is Telling Him How To Be President And He’s Doing What She Says,fake
Vote in Senate on 'Dreamers' hinges on bipartisan pact: McConnell,real
 Outgoing GOP Senator BLISTERS The ‘Adult Daycare Center’ That Is Trump’s White House (TWEET),fake
 Seth Meyers’ Reaction To Trump’s ‘Morning Joe’ Misogyny Is Something The Whole World Should See (VIDEO),fake
"Trump open to biofuel policy reform, senators say after meeting",real
House Democratic leaders urging 'no' vote on spending bill: CNN reporter,real
Exclusive: U.S. consumer finance agency lawyer sides with Trump over succession - sources,real
 Trump Just Got Caught Trying To Blackmail Morning Joe Hosts,fake
U.S. appoints new top official at Havana embassy as tensions flare,real
U.S. 'diversity visa' program in spotlight after New York attack,real
Any Trump NAFTA withdrawal faces stiff court challenge: legal experts,real
 Republicans Not Willing To Defend Trump On-Air According To Fox’s Shep Smith,fake
" Trudeau Does What Trump Can’t, Calls Out White Supremacy In America (TWEET)",fake
U.S. states gird for fight as Trump targets consumer finance watchdog,real
 This 4-Year Old Tweet From Donald Trump Shows Us He’s AT LEAST As Perverted As Roy Moore,fake
 Craziest Person In Congress Wants To Investigate Everyone BUT Trump; Maybe You’re On The List,fake
"Trump, Clinton camps both offered slice of dossier firm's work: sources",real
 Tea Party Superstar Gets WRECKED After Obama ‘N****r’ Tweet,fake
 Stephen King Says What We’re All Thinking About Trump And It Instantly Goes Viral,fake
U.S. attorney general calls for efficient review of immigration cases,real
U.S. senators hammer Facebook for power over elections,real
 Sally Yates: I Refused To Lie And Say Muslim Ban Wasn’t Based On Religion When We All Know It Is,fake
" BREAKING: North Korea Responds To Trump Threats, Crossing Trump’s Red Line",fake
 Are Trump Supporters Too Dumb To Know They’re Dumb? Science Says “Probably”,fake
" Florida Republican To Black Voters: ‘If You Don’t Like It Here, Go Back To Africa’",fake
 Want To Ride On Air Force One As A Senator? Then Be Prepared To Vote For Trump’s Health Care Bill,fake
 Trump Gets Wrecked After Confirming Secret CIA Program On Twitter (TWEETS),fake
Sign-up pace slows in third week of 2018 Obamacare enrollment,real
"Vietnam, China avoid quarrel over South China Sea during visit",real
 Confused Looking Trump Totally HUMILIATES Himself When He Gets Lost On Stage In Poland,fake
" The Gun Industry Is Hating Trump And The GOP, And The Reason Why Is Hilarious",fake
 Twitter BURNS Trump For Thanking White Supremacist Steve Bannon In Post Attacking Hillary Clinton,fake
" Thanks To Trump, ‘Local Milk People’ Is Trending, And That’s Not Weird AT ALL",fake
White House OK with removing Obamacare mandate repeal from Senate tax bill,real
" WATCH: Fox Host Calls For A ‘Cleansing’ Of The FBI, And To Arrest Everyone Investigating Trump",fake
Bernie Sanders backs 'millionaires' tax' to fix New York subway,real
 Trump Is So Unpopular Crowds Will Be Bussed In To Cheer For Him During Poland Visit,fake
" ‘Lie After Lie After Lie’: Fox’s Shep Smith Breaks Ranks, Goes Nuclear On Team Trump (VIDEO)",fake
Putin: alleged Manafort Russian link fabricated by Trump opponents,real
 Roy Moore Is Asking People To Snitch On The Media And He’s Getting Trolled HARD (TWEETS),fake
"Trump to meet House, Senate tax cut negotiators Wednesday: White House",real
 Miami Police Union Leader Joins Other Conservatives In Bashing NFL For Las Vegas Massacre,fake
" Mike Pence Gets A Special Gift In His Office Mail Every Month, And He Probably Burns It (VIDEO)",fake
Democratic wins in U.S. state elections boost hopes for carbon trading,real
U.S. patent review board becomes conservative target,real
"Pentagon wants 12 month procurement time for major weapons programs, official",real
" On The Day A Hurricane Is About To Hit Land, Trump Signs Order Making Floods Worse",fake
 WATCH: GOP Senator Yawns As Disabled Healthcare Protesters Are Being Dragged Away By Cops,fake
U.S. consumer finance agency official sues to stop Trump appointment,real
House committee questions head of Trump campaign data firm: sources,real
Factbox: What to watch in negotiations over details of U.S. tax bill,real
Factbox: Trump turnover - Tillerson would be latest to leave administration,real
 Man In ‘I Stand For The National Anthem’ Shirt Thinks American Flag Is A Lawn Chair,fake
 Overnight Las Vegas Attack Is Deadliest Mass Shooting In American History (DETAILS),fake
 WTF: Pentagon Sold Over $1 MILLION Worth Of Military Weapons To Fake Cops,fake
House and Senate reach deal on U.S. tax legislation: Hatch,real
Exclusive: U.S. needs to improve oversight of labs handling dangerous pathogens - report,real
Two more women accuse Senate candidate Moore of sexual misconduct,real
Congressman Conyers faces mounting pressure to resign,real
U.S. regulator asks Trump not to dismantle class-action rule,real
 NSA Chief On Trump’s Russia/US Cybersecurity Unit Plan: That’s A Terrible Idea,fake
"Factbox: In U.S. Senate, Democrats represent highest-tax states",real
 Another Pervert Out At Fox News Over Allegations Of Sexual Harassment,fake
" Trump Wants It Both Ways, But You Can’t Pass The Most Bills If ‘They’ Won’t Let You Pass Bills",fake
House Democrat calls GOP Clinton probe scheme to 'distract' from Russia inquiry,real
 Watch: Joe Biden Just Wrecked Trump In Six Words And It’s Hilarious,fake
 Trump Supporters Object To Prince Harry’s Recent Engagement For Terrible Reasons (TWEETS),fake
 Trump Jr.’s Lies About To Be EXPOSED; Meeting With Russian Lawyer Allegedly Recorded,fake
Republican Senator Corker says he is still undecided on tax bill,real
Republicans push ahead with tax bill as Democrats sharpen attacks,real
"Trump on Twitter (Dec 22) - Tax cut, Missile defense bill",real
 Former Watergate Prosecutor: Mueller Could Gag Trump On Russia,fake
Senate approves major tax cuts in victory for Trump,real
 Trump Admin Deals STUNNING Threat To Alaska Over Their Senator’s ‘No’ Vote On ACA Repeal,fake
"Exclusive: Contenders emerge for No.2 Fed job, search to narrow",real
" With Latest Hire, Trump Might’ve Just Gone To War With The NRA",fake
 Mueller Brings In Bribery Specialist To Crack Open Trump’s Russian Piggy Bank,fake
Trump fires back at Britain's May: 'Don't focus on me',real
Senate panel sets November 28 confirmation hearing for Fed chair nominee Powell,real
Exclusive: State Department tells refugee agencies to downsize U.S. operations,real
 Trump Crumbles As His Own UN Ambassador Shuts Down His Russia Lies (VIDEO),fake
 Americans Once Elected A President After He Was Accused Of Raping A 13-Year-Old Girl,fake
U.S. nuclear arsenal to cost $1.2 trillion over next 30 years: CBO,real
New U.S. government rules restrict travel and trade with Cuba,real
Arctic drilling hits speed bumps in U.S. tax bill,real
" Trump Is FUMING Over Bad Charlottesville Press, Becomes A Terror In The White House (TWEET)",fake
" Republicans Kill Trump’s Dream To Repeal Obamacare, Ready To Work With Democrats (DETAILS)",fake
U.S. Senate liberals propose new steps for Puerto Rico recovery,real
Trump urges adding anti-Obamacare provision to tax bill: lawmaker,real
 Trump Just Accidentally Admitted Climate Change Is Real (VIDEO),fake
U.S. Republican Senate campaign wing ends fundraising tie with Moore: Politico,real
" Body-Slamming Republican Thought He Was Too Important To Be Booked, Printed, Judge Says No Way",fake
 Democratic Twitter Hero Ted Lieu Taunts Trump Over Just-Passed Russia Sanctions,fake
Michigan Senator urges Congress to retain electric car tax credit,real
" Donald Trump Whines, Swears And Talks Cocktail Parties — In A Speech To Children",fake
Senate to vote on final tax bill Tuesday evening: McConnell,real
Senate votes to pursue tax bill negotiations with House,real
Former Trump campaign adviser delivers 'irrelevant' documents to congressional committees,real
 Donald Trump Never Met A Disaster He Couldn’t Make Much Worse,fake
 House Dem Wants GOP On Record: Stop Gov’t Spending At Trump Properties,fake
 Thousands Of Advertisers Are Fleeing From Fake News Site Breitbart,fake
 Germany’s President Joins Chancellor Merkel In Sharp Criticism Of ‘Irritating’ Trump,fake
 Sarah Palin Uses White Supremacist Slogan To Praise Trump’s Warsaw Speech And Twitter Is P*ssed,fake
 Trump Stole An Idea From North Korean Propaganda Parody Account To Push His Stupid Wall (DETAILS),fake
Democrats win bitter Virginia governor's race in setback for Trump,real
" GOP Official Just Quit Trump’s Bogus Voter Fraud Panel, More States Resist Giving Voter Info",fake
"U.S. military must accept transgender recruits by Jan. 1, judge rules",real
Trump's stop in Vietnam a poignant one for U.S. veterans,real
 President Obama Says What Trump Cannot Say Following Murder In Charlottesville,fake
 WATCH: Trump’s Treasury Sec. Steve Mnuchin Says NFL Players Have No Right To Free Speech,fake
 Latest From Conservatives: God Was Answering Victims’ Prayers By Letting Them Get Shot,fake
Timeline: U.S. prosecutors lay out Flynn's dealings with Russian ambassador,real
 Al Gore Has The PERFECT Piece Of Advice For Donald Trump,fake
How parents of adopted children foiled a U.S. Republican tax proposal,real
 Federal Court Rules Against Trump’s Unpresidential Twitter Behavior (DETAILS),fake
" Video Of Buzz Aldrin Dying Inside As Trump Goes On Rambling, Idiotic Speech About ‘Space’ Goes Viral",fake
"U.N. rights boss condemns ""spreading hatred through tweets""",real
Senate Ethics Committee opens probe of Senator Franken,real
Massachusetts Senate president steps aside as husband faces probe,real
Trump's opponents race to the courthouse to thwart him,real
Senate approves Trump administration job for author of 'torture' memos,real
New judge assigned to U.S. lawsuit against AT&T-Time Warner deal,real
"Haley: Women accusers should be heard, even if Trump is target",real
 Presidential Lawyer Comes Forward; Says Trump Jr. May Have Committed Treason (VIDEO),fake
Rosy White House tax cut forecast clashes with independent analysis,real
 Joe Scarborough Is A Republican No More (VIDEO),fake
 Don Trump Jr. Testified To The Senate Today And They Don’t Seem To Believe A Word He Said,fake
" Trump Seething After Humiliating Virginia Elections, Throws Ed Gillespie Under The Bus",fake
Factbox - Republicans cut side deals to push through U.S. Senate tax bill,real
Trump signs into law U.S. government ban on Kaspersky Lab software,real
 RNC Chair’s Comment Reveals Why Republicans May Never Turn On Trump,fake
Democratic leader vows fair nomination process in 2020 after uproar,real
Trump to host Libyan Prime Minister Sarraj at White House on Friday,real
 Average Trump Cabinet Member Stands To Profit By Hundreds Of Thousands From Tax ‘Reform’,fake
" Hey Trump Fans: Trump Hasn’t Improved The Economy One Single Bit, And Here’s Proof",fake
" No, The Democratic Base Is Not Ready To Get Rid Of Nancy Pelosi",fake
Pro-trade Republicans get nervous that NAFTA talks could fail,real
"Congress votes to avert shutdown, sends Trump stopgap spending bill",real
" Despicable Trump Announces An End To DACA, Will Kick 800,000 Kids Out",fake
U.S. Senate panel to vote Tuesday on Powell nomination to lead Fed,real
Republican tax bill seeks elimination of some municipal debt,real
U.S. House approves $81 billion for disaster aid,real
 Trump Brags About How Powerful America’s Nuclear Arsenal Is In Scary Twitter Post,fake
"Factbox: Trump on Twitter (December 14) - Stock market, federal regulations",real
Former U.S. Homeland Security officials back nominee ahead of hearing,real
" BREAKING: GOP Chairman Grassley Has Had Enough, DEMANDS Trump Jr. Testimony",fake
"As Trump targets immigrants, U.S. farm sector looks to automate",real
Release of House tax bill delayed until Thursday,real
White House open to small changes on corporate tax rate: budget chief Mulvaney,real
 BAD NEWS For Trump: His White Voter Base Just Abandoned Him,fake
"As U.S. budget fight looms, Republicans flip their fiscal script",real
"Risks ahead for U.S. tax push as disputes linger, Trump returns",real
"U.S. women lawmakers on sex harassment: Congress, heal thyself",real
"More Americans think wealthy, not middle class, will benefit from tax reform: Reuters/Ipsos",real
Trump and Vietnam's president underscore free and open access to South China Sea,real
 Racist Chicago Cop Who Beat A Handcuffed Black Woman Found With Trove Of Slur-Filled Websites,fake
'Dreamer' immigration bill not on U.S. Senate agenda this month,real
U.S. House approves funding for children's healthcare program,real
" New Study Proves That Trump Supporters Are Racist, Infuriated By Black People (IMAGE)",fake
" Trump Is Too Incompetent To Handle Disaster On An Island, But Obama Handled One Just Fine",fake
 Sunday’s Massacre In Texas Bumped Columbine Out Of The Top Ten Deadliest US Mass Shootings,fake
House Republicans mull length of spending bill as vote looms,real
 A Fed Up Reporter Just Stood Up To Sarah Huckabee As She Was Smearing The Free Press (VIDEO),fake
U.S. Senator Flake concerned about tax plan impact on debt,real
New York Mayor de Blasio wins re-election in widely expected result,real
 Totally-Not-Running-For-President Pence Signals Yet Again He’s Running For President,fake
McConnell happier with Trump tweets after tax victory,real
 Hypocrite Ivanka Gets SKEWERED For Approving Dad’s Move To Kill Obama Pay Equality Rules,fake
North Korean defector pushes diplomatic solution in U.S. Congress,real
 Ex-DOJ Lawyer Just Dropped The Most Depressing Truth Bomb About The Trump Administration,fake
 Trump’s Justice Dept. Realizes Prosecuting Woman For Laughing Is Stupid – Drops Case Entirely,fake
UK PM May says Donald Trump was wrong to retweet far-right videos,real
Chorus of sexual harassment allegations spreads among U.S. statehouses,real
White House optimistic Congress will avoid government shutdown,real
"Mattis sees opportunity for talks if North Korea halts missile tests, development",real
Trump says never asked Comey to stop investigating Flynn,real
Congress faces tricky path to avoid government shutdown,real
Callista Gingrich becomes Trump's envoy to pope as differences mount,real
Trump adviser Cohn says tax cuts wouldn't be retroactive: Fox Business Network,real
 Trump Went To Japan And Immediately Proved He Knows Zilch About How Missiles Work,fake
Trump nominates Liberty University professor to Justice Department post,real
 Chuck Schumer Just NUKED Trump For Blaming Him For Terrorist Attack,fake
"'You're wrong', Tillerson says of reports he will be fired",real
Factbox: Republicans to keep an eye on as Senate nears vote on tax bill,real
" Trump Panics Over Russia Scandal, Kisses Up To Sessions After Trashing Him For Weeks (TWEET)",fake
Cuts to homeowner tax breaks could cost Republicans in 2018 races,real
House passes measure to limit aid to Palestinians over 'martyr payments',real
Republicans join push to lift secrecy around misconduct in Congress,real
" Papa John’s Founder Retires, Figures Out Racism Is Bad For Business",fake
" Trump Goes ‘Home’ To Trump Tower After Racism Condemnation, IMMEDIATELY Retweets Alt-Right Leader",fake
White House continues to cooperate with special counsel -official,real
Consumer agency official English says will be in office Tuesday,real
"Short-term government funding, disaster aid bills advance in House",real
 Republicans Go Back To Basics: ‘Stop Asking About Russia Or We’ll Investigate Hillary Again!’,fake
 Bombshell Report Shows The Russian Meeting Was No ‘Nothing Burger’,fake
Fund managers seek stocks benefiting from Democratic gains in 2018 U.S. elections,real
 WATCH: Tucker Carlson Just Heaped Praise On Trump For Looking Directly At The Eclipse,fake
Trump: Father of UCLA player in shoplifting case is 'ungrateful fool',real
 Chelsea Clinton Teaches Trump How To Treat The White House With Respect,fake
 The Internet Lights Up After The Pentagon Accidentally Retweets A Call For Trump To Resign,fake
U.S. House tax chairman proposes tweaks to tax-cut bill,real
" Trump Just Threw A Colossal Hissy Fit On Twitter, Now He Looks More Incompetent Than Ever (TWEETS)",fake
 Liberal Group Trolls Trump At Roy Moore Rally In The Best Possible Way (VIDEO),fake
Exclusive: Trump names career diplomat to head Cuban embassy - sources,real
Second U.S. judge blocks Trump administration birth control rules,real
 Trump Shamefully Uses Hurricane Devastation To Promote Tax Cuts For The Wealthy,fake
 Watch GOP Senator Almost Knock Over American Flags As He Dodges Indictment Questions (VIDEO),fake
 Trump Jr.’s Latest Move Proves That Russia Investigation Is Closing In On Trump (DETAILS),fake
Trump taps Fifth Third lawyer McWilliams to lead FDIC,real
Exclusive: Trump boosts disaster aid for Puerto Rico rebuild,real
Democrats working on independent Russia probe,real
 Trump And John Kelly Just Got RIPPED APART By A Medal Of Honor Recipient (VIDEO),fake
"House, Senate Republicans face challenge over corporate AMT tax",real
No role for Assad in Syria's future: Tillerson,real
"Acting DHS chief pressured by White House, wants to resign: report",real
Republicans have the votes to pass tax bill in Senate: McConnell,real
U.S. attorney general due to face Democrats' Russia questions next week,real
" Trump ‘Cherished’ Letter Obama Left Him When He Took Over, Then Did The Opposite Of What It Said",fake
U.S. tax bill may face lawsuits with long odds but political payoffs,real
" A Judge Just Gave Sarah Palin Some Very, Very Bad News",fake
 One Republican Senator Is So Fed Up With Trump He’s Retiring In 2018,fake
Supreme Court lets Trump's latest travel ban go into full effect,real
 Trump Declares War On NFL In Early Morning Twitter MELTDOWN,fake
 Trump Humiliated By Being Forced To Sign Russia Sanctions Bill Which Limits His Power,fake
 Apparently Donald Trump Has An Imaginary Xenophobic Friend Named Jim,fake
 Fox News Asks This Man For Pictures Of New York Solidarity March – His Response Is PRICELESS,fake
Trump says current Fed chair Yellen is 'excellent',real
 Trump Now Says Wall May Not Need A Wall To Cover Entire US-Mexico Border,fake
Trump urged Senate Republicans to drop panel's Russia probe: NYT,real
 Never Forget: Donald Trump Bragged About Having The Tallest Building In Manhattan After 9/11,fake
Trump would sign bill that funds government through December 22: statement,real
 Country Guitarist Who Survived Vegas Shooting Changes Mind On Gun Control: ‘How Wrong I Was’,fake
" Alt-Right Trump Lover Loses His Sh*t, Kills His Own Dad For Calling Him A Nazi",fake
"U.S. lawmaker probed on sex reports, second congressman denies charges",real
Dueling Republican tax plans advance in Congress,real
 Republican Official Caught Exposing Himself Attacks Police Officer,fake
Trump believes Roy Moore should step aside if allegations are true -White House,real
 Donald Trump Is Destroying The Country’s Reputation And Here’s Proof,fake
" Chuck Todd Has No F*cks To Give, Says Jeff Sessions Can Take His Threats And Shove It",fake
Senators seek to stop expansion of airport facial scans,real
 WAPO: Trump Planning To Go Around Senate To Replace Sessions With A Loyal Stooge,fake
 The Leaker-In-Chief Just Tweeted Classified Info To His 35 Million Followers,fake
Allegations against Sen. Franken should go through normal process: White House,real
Trump will announce new U.S. security strategy on Monday: adviser,real
 Zuckerberg Was Personally Warned About Russian Meddling By Obama And He Completely Blew It Off,fake
Trump senior aide Dina Powell to resign early next year: White House,real
 What Donald Trump Did On The Golf Course Is P*ssing Off His White Male Base (VIDEO),fake
Rep. Conyers steps down from committee while lawmakers probe harassment allegations,real
New York Republican Zeldin opposes tax bill,real
 Racist GOP Rep. Steve King Goes BALLISTIC Over Trump’s DACA Deal,fake
"Senate sends $700 billion defense bill to Trump, funding uncertain",real
" Republicans Demand Chelsea Clinton Be Questioned Over Benghazi, Hillary ‘Scandals’ (VIDEO)",fake
 Trump’s Favorite News Channel Tries To Soothe His Battered Ego – Gets Taken To The Cleaners,fake
"Trump to give major North Korea speech, then press China to do more",real
U.S. Interior Secretary fails to provide papers in travel probe: inspector,real
"Trump signs defense policy bill, urges U.S. Congress to fund it",real
EU warns Trump against recognizing Jerusalem as Israeli capital,real
" Breaking: Secretary Of State Debates Abandoning Trump, Fleeing Sinking Ship",fake
 Grandma Will Have To Pay More Than $20k A Year For Insurance Under GOP Bill,fake
 Clay Aiken Says He Was A ‘F*****g Dumbass’ For Thinking Trump Wasn’t Racist,fake
Senate confirms top EPA enforcement official,real
 ‘Charlottesville 3.0’: Nazis Descend Upon College Town For Another Torch-Lit Rally (TWEETS/IMAGES),fake
Brady to offer 'substantive' U.S. tax bill amendment on Monday: statement,real
House ethics panel investigating allegations against U.S. Rep. Conyers,real
Pelosi says Democrats will not back short-term funding bill on Thursday,real
 Trump Posts INSANE Tantrum About The Media While Supposedly ‘Working’ On Vacation,fake
Kushner told Flynn to contact Russians last year: NBC News,real
Manafort money laundering charge in Russia probe may face challenges,real
 Chaos Ensues After Man Accidentally Shoots Himself And Wife In Church During Gun Safety Talk,fake
" Trump Praises Coast Guard’s Hurricane Relief For All The Wrong Reasons, What He Said Is Awful (VIDEO)",fake
Conyers should resign if accusations are 'founded': No. 2 House Democrat,real
Senate committee advances bill easing banking regulations,real
Trump starts paying his own legal bills on Russia probe: attorneys,real
" Less Than Half Of Trump Voters Believe Donald Jr. Met Russian Lawyer, Despite Admitting It",fake
House tax positions begin to emerge ahead of talks with Senate,real
House Republican tax chief says lawmakers want AMT repeal,real
Attorney General Sessions has lukewarm praise for FBI after Trump attack,real
 Trump’s Latest Retweet Is Actually The Best Possible Metaphor For His Presidency (IMAGE),fake
 WATCH: Kellyanne Conway’s Latest Gushing About Trump Will Make America Vomit,fake
 Your Local News Station Might Be Turning Into A Pro-Trump Propaganda Network Right Before Your Eyes,fake
 Heiress To Disney Empire Knows GOP Scammed Us – SHREDS Them For Tax Bill,fake
" BAD NEWS For Trump: Memo Proves He Is Not Above The Law, Can Be Indicted",fake
Voters in Maine approve expansion of Medicaid under Obamacare,real
" ESPN Reporter Says Trump’s Supporters Are White Supremacists, They Use Her Facebook Page To Prove She’s Right (IMAGES)",fake
Trump delays announcement on whether U.S. embassy to be moved to Jerusalem,real
 Stormfront Founder’s Son Sounds Alarm About Trump And Nazis: ‘He Salvaged Their Message’,fake
 The Trump Campaign Paid Don Jr’s Lawyer A Vast Amount Of Money Just Before Scandal Broke (IMAGES),fake
 GOP ‘Moderate’ Under Attack From The Far Right Will Not Seek Re-election,fake
Alabama win thrills Democrats as Republicans point fingers,real
Trump: Sending New York City suspect to Guantanamo would take too long,real
" NPR Tweets Entire Declaration Of Independence, Dumbass Conservatives Think It’s An Attack On Trump (SCREENSHOTS)",fake
U.S. arms sales jump 25 percent in FY 2017,real
 GOP Senator Just Smacked Down The Most Punchable Alt-Right Nazi On The Internet,fake
Trump's eldest son testifies to Senate committee in Russia probe,real
 POLL: Trump Is The Least Popular President Of All Time — And It’s Getting Worse,fake
 Steve Mnuchin’s Spoiled Wife Just Went Apesh**t Over Criticism From A Random Instagram User (IMAGE),fake
 Donald Trump Finally Put ‘Make America Great Again’ To Song And It’s Gross,fake
U.S. lawmakers target Myanmar military with new sanctions,real
 A New Low: Trump Exploits Las Vegas Shooting To Raise Money For His Campaign (TWEET),fake
Special Counsel Mueller filing shows Manafort drafted Ukraine op-ed despite gag order,real
 Republican Senator Just Had A Priest Thrown In Jail For Protesting Trumpcare (VIDEO),fake
U.S. judge in California blocks Trump's order on sanctuary cities,real
 Protesters Welcome Trump Home To His Golden Tower With The Best #RESISTANCE Display Yet (IMAGE),fake
Trump says Flynn's actions during presidential transition were 'lawful',real
"Republican tax bill hits wind power, solar largely unscathed",real
 The Tweet Trump Sent THE DAY His Son Had Russian Collusion Meeting Is Disturbing As Hell,fake
Trump says U.S. Senate candidate Moore should leave race if allegations true,real
Senator Franken to resign on Thursday: Minnesota Public Radio,real
U.S. tax negotiators raising refundable portion of child tax credit: congresswoman,real
 Anti-Abortion Republican Cheated And Tried To Get His Mistress To Have An Abortion,fake
"Banks, healthcare service firms among winners from U.S. tax bill",real
Senate committee questions Trump's nuclear authority,real
Trump likely to pick Fed's Powell to lead central bank: source,real
 ICE Agent Spills: We’re Targeting Children For Detention ‘Because We Can’,fake
 NRA Releases Fascist Ad Calling All Trump Critics ‘Saboteurs’ Whose Future Is ‘Failure’ (VIDEO),fake
Republican Senate candidate Moore hit by sexual misconduct allegations,real
Factbox: What is in Republican tax bill? Here is the framework,real
U.S. EPA bans some scientists from independent advisory boards,real
 Time Magazine Tells Trump To Stop Displaying Fake Magazine Covers In His Golf Clubs (TWEETS),fake
Trump's $250 billion China 'miracle' adds gloss to 'off-kilter' trade,real
 Puerto Rico’s Governor Pleads For Help After Trump Threatens To Abandon Recovery Efforts,fake
'Good to go': Top Trump aide gave inaugural day ok to nuclear plan - congressman,real
Trump backs New York in bourses' battle for Saudi Aramco listing,real
Trump lawyer Dowd says he drafted tweet on Flynn firing: Axios,real
House will likely need to vote again on tax bill: Republican leader,real
 Donald Trump Is Clearly Panicking; Avoiding The People Who Voted For Him,fake
"Democratic Senator Franken faces pressure to resign, announcement looms",real
 Congressional Black Caucus: Jeff Sessions Has Got To GO,fake
'He's such a dreamer:' Skepticism dogs U.S. envoy's North Korean peace efforts,real
"A year after Trump's election, coal's future remains bleak",real
 Trump Wants The Supreme Court To Punish Lawyers Who Win Cases Against His Administration,fake
 Anti-Porn GOP Florida Lawmaker Was Just Caught Porning On Twitter,fake
"After ruling, Virginia legislature's majority to be chosen by lot",real
Trump's attack on Senator Gillibrand 'nasty': Senator Schumer,real
" BREAKING: Cop Finally Gets His Due, Walter Scott’s Killer Sentenced To Prison (DETAILS)",fake
 10 Reasons Donald Trump And Kim Jong-Un Are Basically The Same Person,fake
Sessions changes statement about Trump campaign and Russia,real
 WATCH: Kellyanne Conway SMEARS Investigators To Give Trump An Excuse To Fire Them,fake
 Tiffany Trump Is Sad As Hell After Whole Family Completely Forgot Her Birthday,fake
"Trump on Twitter (Dec 21) - Tax Cuts, Home sales",real
Trump 'dossier' firm: Republicans leaked bank records in retaliation,real
 Someone Tried To Cash In On Antifa With These $375 Jackets And Twitter Had A Field Day,fake
" Reporter Destroys Trump’s Homeland Security Advisor On Climate Change, This Is Brilliant (VIDEO)",fake
"Senate takes step toward passage of tax bill, vote likely this week",real
Trump: 'I don't see a deal' with Democrats on keeping government open,real
 The NRA Is ‘Proud’ That They Just Made A Viral Video Telling Supporters To Shoot Protesters,fake
Factbox: Trump on Twitter (Nov 30) - NYTimes,real
" Kellyanne Conway Just Humiliated Herself On National TV, Displays STUNNING Incompetence (VIDEO)",fake
 Trump Once Laughed About Being More Worried About A Marble Floor Than A ‘Dying’ Man,fake
 The Nickname White House Aides Have For Ivanka Is Going To Seriously Piss Off America,fake
 BREAKING: Someone Else Connected To Trump Is Under Investigation For Colluding With Russia (DETAILS),fake
"Neither George Bush voted for Trump, book author tells New York Times",real
"Lawyers for former Trump aide Flynn call allegations outrageous, false",real
 Republicans Humiliated As John McCain Slams Their Latest Attempt To Repeal Obamacare (VIDEO),fake
 Trump Just Got Banned From The Place Where He Proposed To Melania,fake
U.S. lawmakers seek temporary extension to internet spying program,real
 Trump Staffers Admit Their Boss Has No Idea What DACA Is,fake
 GOP Senate Candidate Turns Out To Be A Disgusting Child Molester,fake
 Anthony Scaramucci Just Said Some Weird Stuff About Steve Bannon’s ‘C*ck’,fake
 Donald Trump Doubles Down On Korea Threat; Says He Wasn’t Tough Enough,fake
Trump wants Postal Service to charge 'much more' for Amazon shipments,real
"Flynn pleads guilty to lying on Russia, cooperates with U.S. probe",real
"Trump announces picks for U.S. attorneys in California, Texas, others",real
 A Panicked Trump Ran Around The White House Asking Staffers What They Thought Of His Sexist Tweet,fake
"After delay, Republicans in Congress prepare to introduce tax bill",real
"Return Manafort's money, Democrats demand of California Republican",real
White House: Trump campaign gave Papadopoulos emails to special counsel,real
 CNN Reporter Just Asked Trump The One Question We’ve All Wanted To Hear (VIDEO),fake
Trump criticized in Britain and U.S. for sharing anti-Muslim videos,real
" John McCain Wanted Another 74 Twitter Followers, But His Plan Backfired Miserably (TWEETS)",fake
Republican Senator Corker says he will support tax bill,real
 Trump Gets His A** Handed To Him By British Lawmakers For Lying About Rising Crime Rate In UK,fake
Pence delays Middle East trip in case needed for U.S. tax vote,real
" Tomi Lahren Blasts ObamaCare, Admits She’s Still On Parents’ Health Insurance [VIDEO]",fake
Trump commutes fraud sentence of kosher meatpacker,real
 Friday’s New York Daily News Cover Perfectly Illustrates What The Trump ‘Presidency’ Has Done To America,fake
"Republican tax bill stumbles on deficit 'trigger,' new options weighed",real
U.S. judge to lift house arrest for former Trump campaign manager Manafort,real
" Trump Administration Tries To Fix His Dumbest Statement Yet, Fails MISERABLY (IMAGE)",fake
Special election to replace Conyers to be held Nov. 2018: governor,real
" Trump Supporter Tries To Burn Steelers Flag, Hilariously Can’t Figure Out Fire (VIDEO)",fake
