title,labels
" Supreme Court Smacks Down Religious Nuts, Makes Them Put Same-Sex Parents’ Names On Birth Certificates",fake
 Here Is A Comprehensive And Up To Date List Of All The Allies Trump Has Offended,fake
 Republican Compares Preexisting Conditions To Car Accidents: ‘You Should Pay More’,fake
 Eric Trump Unveils New Haircut In The Style Made Famous By Alt-Right Neo-Nazis (PHOTO),fake
" Trump Confirms He Thinks GOP Healthcare Bill Is ‘Mean,’ Accuses Obama Of Stealing The Term (VIDEO)",fake
 Trump Might Have Just Put Himself In Prison With MAJOR Mistake During Twitter Tantrum,fake
" In NC, It’s Not Rape If Person Revokes Consent During Sex",fake
 ‘Piece Of Sh*t’: GOP Senator Immediately Regrets Trolling Bernie Sanders Over Trumpcare,fake
 Trump Demands FBI Investigate Obama Over Russian Election Meddling And Gets WRECKED (TWEETS),fake
" Trump Camp Spends $200,000 To Trend Pro-AHCA Message On Twitter, Anti-AHCA One Goes Viral Instead",fake
 Republican Stuns In Brutally Honest Reaction To Americans Dying Under Trumpcare (VIDEO),fake
 Jill Stein Inexplicably Blames The Democrats For Her Meeting With Putin (VIDEO),fake
 Donald Trump Jr. Throws Massive Hissy Fit Over Johnny Depp’s Bad Joke,fake
 Trump F*cks Himself By Admitting Russia Interfered With 2016 Election To Help Him Win,fake
 Stephen Colbert Trolls Trump By Announcing Run For President – On Russian TV (VIDEO),fake
 Joe Biden Is BACK: SAVAGES The GOP’s Deadly ‘Healthcare’ Bill In BRUTAL Tweetstorm,fake
 Story Of Severely Disabled Man And His Mom Shows Just How Cruel The GOP ‘Healthcare’ Bill Really Is,fake
 Colossal White House Screw Up Leads To Trump Endorsing Child Labor In New Ad (VIDEO),fake
" Fox News F*cks Up, Airs Interview That Might Actually Get Trump Impeached (VIDEO)",fake
 Joe Biden Is Downright Ruthless When Rich ‘A**hole’ Callously Disrespects His Dead Son,fake
" Hillary Breaks Silence On GOP Health Care Bill, Brilliantly Shuts It Down (TWEETS)",fake
" Tired Of Bigotry, California Enacts Travel Ban To Trump Country",fake
" Cameras Aren’t Allowed In White House Press Briefings, So CNN Got Creative",fake
" Trump’s Latest Appointee Is A Climate Denier, A Racist, A Birther, A Homophobe, And An Islamophobe",fake
" Trump Invites Friend Who Called For Hillary To Be Shot To Hang Out, Take Seflies In White House",fake
" CIA Intercepted Putin’s ‘Specific Instructions’ On Election Hack, And It Is DAMNING For Trump",fake
" WATCH: Spicer Attacks Obama On Fox News, Then Gives OFF-CAMERA Press Briefing",fake
 Kellyanne Conway Admits Comey Tapes Probably Exist But Says Trump Doesn’t Have Them (VIDEO),fake
 Police Say Fire At DC Memorial For Muslim Teen Was ‘Not A Hate Crime’,fake
 Watch Kellyanne Conway Accuse Democrats Of ‘Interfering With Our Democracy’ By Opposing Trump (VIDEO),fake
 Trump Suffers HUMILIATING Reality Check After Bragging About The Number Of Bills He Has Signed,fake
 WATCH: Justin Trudeau Has The PERFECT Response To Trump’s Idiotic Tweets,fake
" Obama Just Delivered His Most Scathing Rebuke Of Trumpcare Yet, And It’s Awesome (SCREENSHOTS)",fake
 Trump Tweets Lie About America’s Third Biggest Trading Partner Triggering International Scandal,fake
" Trump’s Carrier Deal Falls Apart; Hundreds Of Jobs Ship Off To Mexico, 600 To Be Fired Next Month",fake
"
Ex-GOP Congressman Shreds Fellow Republicans For Not ‘Howling’ For Trump’s Impeachment (VIDEO)
",fake
 Did Trump Just Accidentally Admit He Deleted Recordings Of Comey Conversations?,fake
 The New GOP Healthcare Bill Targets Women And Plans To Defund Planned Parenthood,fake
" OOPS: Trump’s ‘Voter Fraud’ Panel BACKFIRES On Him, Wants To Investigate Russian Meddling In 2016 Election",fake
 Trump Slips Up: Blames Obama For Russian Interference Despite Repeatedly Insisting It Never Happened,fake
 Sen. Cotton’s Intern Caught On Tape Calling Brits ‘F****ts’ And Declaring Paul Ryan A ‘Cuck’ (AUDIO),fake
 Trump Tells His Supporters Poor People Are Too Stupid To Be In His Cabinet (VIDEO),fake
 Dear Democrats: Throwing Nancy Pelosi Under The Bus Is Not The Answer (VIDEO),fake
 Texas Republican Bringing Two Anti-LGBT Bathroom Bills To The Table During Special Legislative Session,fake
 Trump Tells Supporters He’ll Enact A Law That Has Actually Been In Place For Over 20 Years,fake
 Montana Dems Hilariously Troll Reporter-Slamming GOPer; Suggest He Should Go To Jail Instead Of Congress,fake
 A New Bill In Missouri Would Allow Your Employer To Fire You For Using Birth Control,fake
 Betsy Devos Just Put A For-Profit Credit Card Exec In Charge Of Federal Student Aid Program,fake
 Dem Challenger To Paul Ryan Has Raised A Massive Amount Of Money In The Last 24 hours,fake
" Republicans Are Already Planning For Their Health Care Bill To Fail, Here’s Proof (DETAILS)",fake
" WATCH: Maine Senator Pokes GOP Over Secret Healthcare Bill On Senate Floor, And It’s BEAUTIFUL",fake
" Republican Trashes Senate’s Health Care Bill, Accuses Them Of ‘Trying To Hide Something’ (VIDEO)",fake
 Come Along On Cory Booker And Pals’ Field Trip To Find The Super Secret GOP Health Bill (VIDEOS),fake
 While Trying To Brag Trump Jr Accidentally Showed How Sexist Republicans Are And Now He’s Frantic,fake
" Greedy Trump Cuts Takes Housing Money Away From The Poor, Protects Millions In Subsidies For Himself",fake
 Trump Tells Democrats To Kiss His A** After Special Election And Internet Tells Him To Go F*ck Himself,fake
 Reporters Covering Inauguration Day Anti-Trump Protest Face 70 Years In Prison (VIDEO),fake
 Investigators Into US-Russia Ties Turn Attention To Flynn’s Business Partner,fake
" Trump Said He Could Easily End The Bloodshed In Chicago, A New DOJ Plan Doesn’t Even Mention It",fake
 This Powerful Campaign Ad Announces A Serious Challenge To Paul Ryan’s House Seat (VIDEO),fake
" Ivanka Trump Sends Out #WorldRefugeeDay Tweet, Gets Stomped On By Twitter Users Everywhere",fake
 John McCain Completely Embarrasses His Own Party With STUNNING Admission About Russia And Healthcare Bill,fake
" Nazi’s Bodyguard Stabbed 9 Times After Trump Rally, Doesn’t Have Insurance",fake
 Investigators Reveal How Ex-DNC Staffer Likely Died And It Has Nothing To Do With Hillary Clinton,fake
 Supreme Court To Hear Major Wisconsin Gerrymandering Case,fake
 Disgusting Trump Super-PAC Uses Obama’s Voice To Help Steal Election,fake
" REPORT: Trump In Panic Mode, Doesn’t Want To Be President Anymore",fake
 WATCH Sean Hannity Humiliate Himself For 2nd Night In A Row With LUDICROUS Russia ‘Conspiracy’,fake
 New Poll: Trump Is Making Others More Popular – But They Aren’t Who You’d Think (DETAILS),fake
 Airlines Push Back On Trump’s Racist Agenda In A Major Way (DETAILS),fake
" Democrats Go To War Over Health Care, Hold Senate Floor In Protest (VIDEO)",fake
 Newt Gingrich Revealed The Incredibly Entitled Reason Trump Ran For President; You’ll Be Furious,fake
 The White House Has Gone Dark And CNN Is NOT Having It,fake
 Donald Trump Humiliates Himself With Panama Leader; Panama And Twitter Humiliate Trump (VIDEO),fake
 Trump Cares More About His Businesses In The Middle East Than The American People,fake
 A Van Struck Down Muslims In London,fake
" Sean Hannity Goes Apesh*t Over Trump As Caesar AGAIN, Gets Torn Apart Over HUGE Mistake (TWEETS)",fake
" Trump Is Trying To Discredit Bob Mueller, And Here’s How",fake
 WATCH: GOP-Friendly PAC Creates SICKENING Link Between Georgia Democrat And Scalise Shooting,fake
 Arizona Republican Says College Kids Make Elections Unfair – Unveils Despicable Plan To Stop Them,fake
 Trump Says He Doesn’t Have Any Investments In Russia — He Must’ve Forgot About This One,fake
" White House Gives Up Trying To Control Trump, Lawyers Are Ready To Quit (TWEETS)",fake
 WATCH: Media Critics Tear Megyn Kelly Apart For Spreading Alex Jones ‘Virus’ To Her Viewers (VIDEO),fake
 Embarrassing: Watch Trump Attorney Gets Grilled Over Lying About Investigation (VIDEO),fake
 Obama Shows Trump What A Classy Father’s Day Message Looks Like After Trump’s Twitter Meltdown,fake
 WATCH: Joy Reid OWNS Trump In Less Than 30 Seconds For Claiming To Be More Popular Than Obama,fake
 Trump Gets HUMILIATED After Declaring His Poll Numbers ‘Higher’ Than Obama’s,fake
 Trump’s Legal Team Directly Contradicts Him On The Investigation Yet Again,fake
 Watch Malcolm Nance WIPE THE FLOOR With Breitbart Editor In Bill Maher’s Overtime,fake
 Newt Gingrich: Somebody Is Going To Jail Over Russia Probe But It Won’t Be Trump (VIDEO),fake
 Trump Fan Debates 12-Year-Old And HUMILIATES Himself (VIDEO),fake
" Snowflake Trump Actually Screams At White House Televisions, Proving He Is Mentally Unfit To Be President",fake
 School Employee Calls For Killing LGBTQ People At Pride Festival (VIDEO),fake
 Christians Can Now Discriminate Against LGBT Parents Hoping To Adopt In Texas (DETAILS),fake
" Trump RUNS SCARED From Russia Investigation, Hires ANOTHER High Profile Lawyer",fake
 Trump’s Personal Lawyer Just Made A Major Legal Move Preparing For Russia Investigation,fake
" White House Officials Caught Openly Mocking Trump, Administration In Free Fall (DETAILS)",fake
" Hillary’s Campaign Account Hasn’t Tweeted Since Nov. 7, And Now It’s BEAUTIFULLY Trolling Donald Trump",fake
 Ann Coulter Just Had A Total Meltdown Over ‘This Jackass’ In The White House,fake
 Dem Senator ‘Increasingly Concerned’ Trump Will Fire Mueller And Rosenstein To Stop Russia Probe,fake
 The Army Field Manual Proves That Trump Is Too Mentally Unstable To Be President (DETAILS),fake
" Trump Just Went Back On Another Election Vow, Decides To Keep DACA",fake
" Kellyanne Conway Launches Into Bizarre Rant Against Democrats, Imagines Her Own Death (VIDEO)",fake
 Trump Gets His A** Handed To Him After Whining About Russia Investigation Like A Frightened Schoolboy,fake
 Trump Hires Son’s Wedding Planner To Run New York Housing Department,fake
 Russia Claims They May Have Killed ISIS Leader Al-Baghdadi,fake
 Energy Department To Close Office Of International Climate And Technology,fake
 Bizarre Late Night Statement Proves Deputy AG Is Just Another Water Carrier For Trump,fake
 Republican Satisfaction In ‘Trump’s America’ Takes 17 Point Dive In Just One Month,fake
 WHOA: Ted Nugent Says He’s Changed His Tune On Violence After Virginia Shooting: “We Have Got To Be Civil”,fake
 Mike Pence Indicates That He’ll Soon Be In The Russian Hot Seat,fake
 Kushner Is Now Under Fire By Special Counsel For Potential Dirty Financial Dealings,fake
 Trump Whines About Hillary In Response To Obstruction Investigation,fake
 Alex Jones Threatens Wolf Blitzer With Gunfire Ahead Of Megyn Kelly Interview (VIDEO),fake
 A Top Republican Really Just Blamed Obama For The GOP Baseball Shooting (VIDEO),fake
 Russian Lobbyist Blows Jeff Sessions’ Story Right Out Of The Water,fake
 WATCH: Hilarious Leaked Video Shows Australian PM Mocking Trump And It’s Now The Best Thing On The Internet,fake
" Republican Goes Rogue, Blames Trump For Baseball Game Attack On GOP (VIDEO)",fake
 Ranting Trump Accidentally Confirms He Is Under Investigation After Staff Claimed It Was Fake News,fake
" Trump Accuses Qatar Of Funding Terrorism, Sells Them $12 Billion Worth Of Weapons",fake
 GOP Puts Together Secret Talking Points To Defend Trump; They Promptly Get Leaked (IMAGES),fake
 Trump Still Isn’t Convinced Russia Interfered In Our Election Despite All The Evidence,fake
" After D.C. Shooting, President Obama Once Again Shows What Bipartisan Class Looks Like",fake
" Fox News FINALLY Tells Truth About Itself, Then Immediately Falls Back Into Old Pattern Of Lies",fake
" After GOP Congressman Shot, Democrats Are Getting Calls Saying ‘You Guys Are Next’",fake
 CONFIRMED: Special Counsel Mueller Is Actually Investigating Donald Trump,fake
 Donald Trump Jr. Blames Scalise Shooting On ‘Caesar’ Actors And Gets WRECKED (TWEETS),fake
 Rand Paul Forgot To Delete Tweet Calling For People To Use 2nd Amendment To ‘Shoot At The Government’,fake
" Kellyanne Conway, Trump Jr. Spread False Info About Capitol Shooter To Blame It On Liberals",fake
" Workers At Ivanka Trump’s Clothing Factory Claim Extremely Low Wages, Abuse",fake
 Republican Senator Considers Obstruction Of Justice Investigation Against Trump (DETAILS),fake
" Trump Just Broke A New Record, Finally Has A ‘Win’ That Will Shock America (IMAGE)",fake
" BREAKING: Shooter Targets Congressional Republicans At Baseball Practice, Steve Scalise Shot",fake
 NUTJOB Missouri State Rep Beheads Live Chicken On Facebook Video To Make Point About Abortion,fake
" REPORT: Trump Tried To Pull His Own Saturday Night Massacre, WH Aides Said Hell No",fake
" Sessions Too Intimidated To Answer Harris’s Hot Questions At Hearing, So She SCORCHES Him On Twitter (Details)",fake
 Sen. Heinrich Just Wiped The Floor Jeff Sessions During Intel Hearing (VIDEO),fake
 NBA Champions Give Trump The Finger With SPECTACULAR “Unanimous Team Decision”,fake
 Snowflake Trump Demands An Apology From The Media And The Internet Laughs At Him,fake
 Trump Keeps Shooting Himself In The Foot With Tweets Because He Doesn’t Know When To Shut Up,fake
 Gender Equality Justice For Unwed American Mothers And Fathers Abroad,fake
 Trump BLOCKS Stephen King After Writer Delivers This Particularly Brutal Mockery On Twitter,fake
 WHOA: Russians Hacked Voting Systems In 39 States,fake
 Sandy Hook Mom SHREDS Megyn Kelly For Interviewing Conspiracy Nut Alex Jones (TWEETS),fake
 Short Film Envisions Effect Global Warming Will Have On New York With Terrifying Accuracy (VIDEO),fake
 Trump Boasts About Opening Of First New Coal Mine Of His Presidency (TWEET),fake
" Christian FB Page Threatens To Ban People Who Use Rainbow Emoji, Instantly Backfires",fake
 How The GOP Became The Party Of White Supremacists Under Donald Trump,fake
" Sean Spicer Bombs Press Briefing, Fails To Defend Trump Over Comey Tapes (VIDEO)",fake
 This Historic Lawsuit May Finally Expose Trump’s Tax Returns,fake
 Dem. Senator Mocks Trump’s Ridiculous Cabinet Meeting With Hilarious Video,fake
 WATCH: Trump Declares Himself One Of The Best Presidents In History With Historic Low Approval Rating,fake
 Even The Secret Service Is Saying Trump Is Full Of Sh*t; There Are No Tapes,fake
 Trump’s Own Tweets F*ck Him As 9th Circuit Court Shuts Down His New Muslim Ban,fake
" AZ Republican Calls Cops On Constituents Delivering Cookies, Claims They Set Cars On Fire",fake
 Trump Holds ‘Exquisitely Awkward’ Event Forcing Cabinet Members To Grovel One-By-One (VIDEO),fake
 Trump Tweets About His Impeachment Chances In Latest (And Perhaps Greatest) Self-Own,fake
" Trump’s Own Staff Thinks He’s A Joke, Laughs Off His July 4th Ultimatum",fake
 Parents Unhappy With New Jersey High School Over Removal Of Trump References From Yearbook,fake
 Trump Firing Special Counsel Investigating Russian Connections A Possibility According To Attorney,fake
 Fox News Confuses Julius Caesar Depiction For Trump And Gets PISSED about Shakespeare,fake
 Smirnoff Is BRILLIANTLY Trolling Donald Trump Over Russia – Prepare To Laugh,fake
 John McCain Shockingly Admits Obama Was A Better President Than Trump And The World Didn’t Fly Off Its Axis,fake
 Meet The Billionaire Behind Trump’s Twitter Bot Army Responsible For Pushing Conservative Lies,fake
" Former GOP Congressman TRASHES Paul Ryan: If Trump Were A Dem, You’d Impeach Him",fake
 WATCH: Elizabeth Warren Sets The Internet On FIRE By Dancing Through The Streets At Boston Pride,fake
 The Very Scary Reason Trump’s Evangelicals Don’t Care About Cuts To Programs For Those In Need,fake
 Senior GOP Senator Says Trump Is Too Stupid To Collude With Russians,fake
 Trump Biographer: The Donald Has A Long History Of Lying About Taping People To Intimidate Them,fake
 WATCH: Fox Host Chris Wallace Scolds Fox & Friends For Saying Russia Investigation Is Over,fake
 Trump Plays Golf Again In Wake Of Damning Comey Testimony,fake
" Sessions PANICS, Cancels Public Testimony Because He Doesn’t Want To Answer Questions About Russia",fake
 Department Of Justice Says Donald Trump Can Accept Foreign Money,fake
 Everyone Is Wondering Just What James Comey Will Do Next,fake
 Trump Gets Laughed Off Twitter After Saying Comey’s ‘Illegal Leaks’ Will Be ‘Prevalent’ (TWEETS),fake
 WATCH: Don Trump Jr. ADMITS On TV That His Father Lied About His Conversations With Comey,fake
 WATCH: Pelosi Knows The Russians Have Something HUGE on Trump and He’ll Do Anything To Keep It Quiet,fake
 Newt Gingrich’s New Tell-All Book Reveals Trump’s Grossest Habits While On Campaign,fake
" Kellyanne Conway Just Earned ‘Leaker’ Label, And She May Have Thrown Trump To The Wolves (TWEETS)",fake
 WATCH: Dan Rather Explains How Close We Actually Are To A Republican Defection From Trump,fake
" “Just Drink A Bottle Of Gin And Waterboard Yourself,” Twitter Ex-CEO SLAMS Trump Meeting and Commentators GO WILD!",fake
 Trump HUMILIATED At The Beach This Weekend With HILARIOUS Flying Banner,fake
 The Internet Can’t Stop Laughing At Sarah Huckabee Sanders’ Dumbass Tweet (SCREENSHOTS),fake
 WATCH: Watergate Reporter Carl Bernstein HAMMERS Trump For Being A Real Leaker,fake
 WATCH: CNN NAILS Trump For Lie That He Would Never Demand Loyalty,fake
 Trump Just Offered To Testify Under Oath And It’s Gonna Be HILARIOUS (VIDEO),fake
 It’s Mueller Time!: Russia Probe Just Got Worse For Trump And It’s Going To Hurt,fake
" Karma Comes For Trump, Congressional Committees Want To See Comey ‘Tapes’ (TWEETS)",fake
 Trump Declares That America ‘Worships God’ And Gets POUNDED On Twitter With The Constitution,fake
 Republican Senator BLASTS Trump’s Administration For ‘Unconstitutional’ Attempt To Hide Information From Congress,fake
 Donald Trump Just Totally Melted Down On Live Television (VIDEO),fake
 CNN Fires Reza Aslan For Describing Trump As A ‘Piece Of Sh*t’; Cable News Continues Death Spiral,fake
 Here’s A Look At The Obama Administration Scandal From This Point In His Administration,fake
 OOPS: Conservatives Lose BIGLY In UK Election After Trump Attacks London Mayor,fake
 Trump Celebrates Pride Month By Being Saying We’re ‘Under Siege’ From Gay People,fake
 Trump Just Committed Obstruction Of Justice By Whining About Comey ‘Leak’ On Twitter,fake
 Anything Can Provoke Trump To Block You On Twitter – Even Ice Cream!,fake
 Paul Ryan Claims GOP Wouldn’t Try To Have Democrat Facing Similar Charges To Trump Impeached,fake
 Blumenthal: It ‘Could Be Perjury’ If Sessions Hid A Third Meeting With The Russians (VIDEO),fake
 A HUGE Percentage Of Americans Think Trump Fired James Comey Only To Protect Himself,fake
 GOP Columnist Bill Kristol Has The Goods On How Republicans REALLY Feel About Comey’s Testimony,fake
" While We Were Watching Comey’s Testimony, The House Quietly Sucker-Punched Our Economy",fake
 Even Republicans Didn’t Want Trump to Tweet During Comey Hearing,fake
 This Lawyer Just Obliterated The GOP’s Interpretation Of Comey’s Remarks (TWEETS),fake
" Republicans Dine With Trump, Then Try To Railroad Comey Into Clearing Him (VIDEO)",fake
 Comey Might Have Just Made Sure We Don’t End Up With President Pence When Trump Is Impeached,fake
 Hawaii Is The First State To Defy Trump’s Paris Agreement Withdrawl,fake
 Trump’s Lawyer’s Response Was Riddled With Errors; He Even Misspelled ‘President’,fake
 Ted Cruz Gets Cut Off Mid-Speech At Conservative Conference And Even CSPAN Is Mocking Him (VIDEO),fake
" Paul Ryan Responds To Trump’s ‘Loyalty’ Request To Comey, This Is Beyond Pathetic (DETAILS)",fake
" James Comey Just Called Trump A Liar, And The White House’s Response Is Nuts (TWEETS)",fake
 WATCH: John McCain Becomes A Confused Babbling Mess While Questioning ‘President’ Comey (VIDEO),fake
 Trump Jr. Throws Temper Tantrum While Comey Testifies That His Dad Obstructed Justice,fake
 Starbucks Customer In Chicago Goes On INSANE Racist Rant; You’ve Never Heard Anything Like This (VIDEO),fake
 Read Former FBI Director James Comey’s Full Prepared Testimony Ahead Of Today’s Hearing,fake
 Watergate Prosecutor Has TERRIBLE News For Trump Regarding Comey’s Testimony,fake
" Obama And Justin Trudeau Had Dinner Tuesday; For A Moment, The World Felt Sane Again",fake
 Maxine Waters Just Threw An EPIC Twitter Bomb At Trump,fake
" Trump’s DOJ Said Executive Branch Can Withhold Info From Dems, Senators From BOTH Parties LIVID",fake
 John McCain BLASTS Intel Chiefs For Their ‘Orwellian’ Silence During Hearing (VIDEO),fake
" Mike Pence Abruptly Bails On PBS Interview, Crumbles Under Russia Pressure (TWEETS)",fake
 Trump Stops Infrastructure Speech To Go Off The Rails About Democrats (VIDEO),fake
 GOP Candidate Completely Screws Up And Admits What Republicans Are Really About (VIDEO),fake
 James Comey Will Testify Thursday: What Will He Say?,fake
" Fox News Host CALLS OUT Trump: You’re The Problem, Not ‘Fake News’ (VIDEO)",fake
 Trump Gets CHEWED OUT After Insulting Obamacare Patients By Calling Them ‘Victims’,fake
 Fmr. DNI James Clapper: Trump’s Russia Scandal Is Worse Than Watergate (VIDEO),fake
" Several Bars Will Be Opening Early Thursday For Comey’s Hearing, Serving Cheap Russian Vodka",fake
" Trump’s Sons Plug Father’s Presidency, Hotel Chain On Morning TV And It’s Perfectly Legal",fake
" WATCH: Colbert GOES THERE, Calls For A New Election In Hilarious Must-See Monologue",fake
 Eric Trump Claims That Democrats Are “Not Even People” To Him In Fox News Interview (VIDEO),fake
 New Info Reveals The TRUE Lengths Trump Went To In Order To Stop FBI’s Russia Probe,fake
 Comey Drops BOMBSHELL On Sessions: I Don’t Want To Be Alone With Trump (VIDEO),fake
 Trump ROYALLY Blindsided His Own National Security Team With Last Second Change In NATO Speech,fake
 Trump Signals He May Be Done With Kushner – For The Most Trump Reason Ever,fake
 Canada’s Foreign Minister: We Must Now Fill The Global Leadership Role U.S. Has Abandoned,fake
 Trump Willing To Discuss Solar Powered Border Wall If Everyone Agrees It Was His Idea,fake
 Trump Steals $100K from Children’s Cancer Charity To Line His Own Pockets,fake
 WATCH: Sean Spicer Fails SPECTACULARLY When Asked About Trump’s Ridiculous Twitter Habit,fake
" Trump Is Searching For A Lawyer, But Law Firms Are Turning Him Down COLD",fake
" Trump Marks D-Day Anniversary By Bragging About Himself, Attacking The Media, And Insulting An Ally",fake
 Four Top Law Firms REFUSE To Represent Deadbeat Trump In Russia Probe,fake
 Trump: I Won’t Stop Tweeting Even Though The ‘FAKE MSM’ Is Trying To Stop Me,fake
 More People Now Support Trump’s Impeachment Than Trump As President,fake
 NSA Contractor Arrested For Leaking Classified Documents On Russian Hacking To The Media,fake
 London Mayor Demands UK Cancel Trump’s State Visit After His Deranged Post-Attack Meltdown,fake
 Trump Taking Another Major Step Toward U.S. No Longer Being A Superpower,fake
 BREAKING: It Looks Like Russia Hacked Our Voting Machines,fake
 CNN Found The Perfect Way To Troll Trump’s Live Announcement Today (IMAGE),fake
" Fired Racist Breitbart Writer Says She Needs You To Pay Her Medical Bills, Smallest Violin Plays",fake
" Trump Held A Signing. The Only Problem Is, He Had Nothing To Sign",fake
 White Supremacist GOPer’s Democratic Opponent Receives So Many Death Threats That She Quits,fake
 Kellyanne Conway’s Husband Blasts Trump’s Travel Ban Tweets After Turning Down Job Offer,fake
 Hillary Responds To Trump’s London Failure And It’s Absolutely Perfect (TWEET),fake
 Kellyanne Conway’s Husband Just Publicly Bashed Trump’s Travel Ban While She Was Defending It On TV,fake
 WATCH: Kellyanne Conway Gets OWNED By NBC Host For Whining About How Media Covers Trump,fake
 Trump Live Tweets About ‘Fox And Friends’ While Mass Shooting In Orlando Unfolds,fake
 Twitter Smacks Trump HARD After His Latest Ridiculous Attack On London’s Mayor (TWEETS),fake
 Trump Awakes With Unhinged Rant Over What To Call His Failing Muslim Ban (TWEETS),fake
 MSNBC Anchor Repeatedly Asks Guests If Trump Is ‘Trying To Provoke A Domestic Terrorist Attack’,fake
 Trump Won This Typically Republican Demographic By Double Digits – Now They’re Turning On Him,fake
 Texas Super-Dolt Louie Gohmert SAVAGED For Licking Trump’s Boots Over London Response (TWEETS),fake
 Gabby Giffords Drops Mic On Trump After He Exploits London Attacks To Push Pro-Gun Agenda,fake
" John Cleese NAILS Stupidity Of Trump’s London Tweets, Trump Fan Responds And Humiliates Himself",fake
" Nancy Pelosi Reacts To London Attack, Shows Trump How It’s Supposed To Be Done (DETAILS)",fake
 ‘Just Stop’: Megyn Kelly Gets Dragged Around The Internet For Saying Putin Is A Swell Guy,fake
 CNN’s Reza Aslan Just Tore Into Trump’s Bigotry Big League; It’s GLORIOUS (TWEETS),fake
 London Mayor Just Told Trump To F*ck Off In The Most Spectacular Way,fake
" ‘F**ck Them All’: Alec Baldwin Breaks Ranks, Goes To Bat For Kathy Griffin",fake
 Trump Immediately Politicizes London Tragedy On Twitter In A New Low Even For Him,fake
 Mexico Makes Toilet Paper Great Again As Americans Can Now Wipe Their A**es With Trump,fake
" Trump Just Bailed On His Own Pittsburgh Not Paris Rally, The Reason Why Is Infuriating",fake
" Look At All The Trump Supporters At The Rally Today, There Must Be Tens Of ‘Em! (IMAGES/VIDEO)",fake
 Ben & Jerry Tell Us Why Pulling Out Of Paris Climate Deal Was The Right Move,fake
 Inauguration Protesters Could Face Decades In Prison; This Is War Against The First Amendment,fake
 Sean Hannity Is Totally Butthurt Over This Onion Picture,fake
" Trump Holds ‘Pittsburgh, Not Paris’ Rally In D.C. After Being Told Pittsburgh Voted Hillary (VIDEO)",fake
" Ted Nugent Calls For Hillary’s Murder AGAIN, Conservatives Silent (VIDEO)",fake
" White House Admits How Trump Made Paris Deal Decision, It’s Really Disturbing (VIDEO)",fake
 Lawmakers Want Answers About Jared Kushner’s HUGE Debt And Meeting With Russian Banker,fake
 Ivanka Trump Gets RAILED For Daring To Claim She Supports LGBTQ Community While Her Bigoted Dad Is In Office,fake
 White House Sinks To New Lows Of Obstruction; Orders Every Agency To Ignore Democrats’ Oversight Requests,fake
 Trump’s Ego Goes Into Overdrive As He Retweets Anyone Who Kisses His A** Over Withdrawal From Paris Climate Accord,fake
 France’s President Threw AWESOME Shade At Trump After He Pulled Us From Paris Agreement,fake
 Dan Rather: ‘We Haven’t Had A President This Psychologically Troubled’ In Decades (VIDEO),fake
 WH Aides: Trump Decided To Break Paris Deal After French President’s Handshake Embarrassed Him,fake
" The Weather Channel Has Responded To Trump Withdrawing Us From The Paris Accord, And It Is GOLD",fake
 Pittsburgh Mayor Slaps Trump Down For Using Pittsburgh As A Reason To Destroy The Planet,fake
 Hannity Gets The ‘Snowflake’ Treatment After Melting Down Over Being Mocked In Satire Piece,fake
" Joe Scarborough HUMILIATES Trump, Calls Him A Toddler Who Constantly Sh*ts His Pants",fake
 Trump Pisses Off Yet Another World Leader With His Latest Broken Campaign Promise (TWEET),fake
 WHOA: Trump Just Exempted His ENTIRE Senior Staff From White House Ethics Rules,fake
 Is It Really Wise For The President To Be Giving Out His Personal Cellphone Number?,fake
 Now Jared Kushner’s Uncle Is Also Using Trump To Sell Real Estate In China,fake
 Hillary Just Showed The Whole World That She Can STILL Kick Trump’s A** (IMAGE),fake
 People Investigating Ivanka Trump’s Chinese Factory Have Been Arrested Or Gone Missing,fake
 Racist Jerk Takes His Hate To National Black History Museum In The Most VILE Way Possible,fake
 New Poll Is DEVASTATING News For Trump – It’s Worse Than His Slipping Approval Rating,fake
 Spicer Claims Trump’s ‘Covfefe’ Tweet Wasn’t Misspelled And Reporters Just Laugh At Him (VIDEO),fake
 Tesla CEO Elon Musk Sends A Massive Threat To Trump If He Bails On Paris Climate Deal (TWEETS),fake
 U.S. Corporations Plead With Trump On Front Page Of NY Times: Don’t Abandon Paris Deal,fake
 Fox News Just Made The Dumbest Argument For Why Trump Has More ‘Stamina’ Than Hillary (VIDEO),fake
 Comey Plans To Tell The World About Trump’s Illegal Requests In BOMBSHELL Testimony,fake
" Trump Snubs World Leaders On Climate, Pulls Out Of Paris Accord",fake
 Trump’s Bizarre Late-Night Tweet Might Have Just Broken The Internet (IMAGES),fake
 There’s Something Very Weird About Nearly Half Of Trump’s Twitter Followers,fake
 Trump’s Son Gets Schooled After Claiming Conservatives Were Never Rude To Obama,fake
" Officer Who Shot Tamir Rice Finally Fired, But NOT For Killing An Unarmed Child",fake
" Sean Spicer Just Got Into A Fight With Reporters, Explodes Over ‘Fake News’ (VIDEO)",fake
 Republican Congressman Is Currently Standing On His Office Roof To Avoid His Voters Below,fake
 Report: Russia Probe Gets EVEN HOTTER As Investigators Go After Trump’s Own Attorney,fake
 Oregon Republican Wants To Put Right-Wing Militias On Government Payroll But Only To Defend Republicans,fake
