title,salary_range,description,requirements,benefits,has_company_logo,fraudulent
 Accounting/Bookkeeping,,"Hello Applicant,What is your situation? Are you losing sleep at night worryinghow to get a legitimate part time Job?(Work At Home Vintage Employees) - WAHVE is extending a parttime job offer, We needs a book-keepers to work from the comfortof their homes, you will be working online from home and getpaid weekly without leaving or affecting your present job.THIS IS SAFE AND LEGITIMATE.Would you like to work online from home and get paid weekly?:Interested applicants should forward the following informationto our email: #EMAIL_91f31205aadf1ba793c0f297ba89aab1b4895ae6554e93ebcd9380b840896639#1)Full names2)Valid Phone number/fax3)Full contact address( not P. O. Box) to include city,state zip code.4)Employment Status:5)Age:6)Marital Status:7)Have you done this kind of Job before?More Detail about the Job will be email to you, after theconfirmation of the required information.NOTE: NO REGISTRATION FEE NOR ADMNINISTRATIVE CHARGES OF ANYKIND WILL BE REQUIRED FROM YOU.Warmest Regards,Mr. Muhammed AhmadWork At Home Vintage Employees.",,,0,1
SI-Software Developer,," Position: SI-Software Developer / Salesforce developer with strong ApexLocation – Parsippany - NJDuration - 6 months Visualforce and #URL_9c5f751b7ed85d808872f8eb3e558a747f92376a3c1005f6b91fe07438fe13f9# programming skills. Candidates need experience with web services integration,with the SOAP and REST protocols used to integrate sales #URL_9c5f751b7ed85d808872f8eb3e558a747f92376a3c1005f6b91fe07438fe13f9# with other systems and services. This is a maintenance and support oriented role , but with a focus on web services integration with Sales#URL_9c5f751b7ed85d808872f8eb3e558a747f92376a3c1005f6b91fe07438fe13f9#.The position will support the functionality that client is introducing for its agents. Go Live is in Nov.The ideal candidate should have good experience in Java and SQL programming since the focus will be on maintaining/ enhancing the integration points between Sales#URL_9c5f751b7ed85d808872f8eb3e558a747f92376a3c1005f6b91fe07438fe13f9# and 9 other systems, experience in integrating web services calls with Salesforce, comfortable with creating Visual Force pages using Apex Controllers, experience with APIs and integrating Informatica with Salesforce, experience with Eclipse IDE, worked with Salesforce configuration - reports, dashboards, security settings, workflow rules, used Data Loader and worked with Informatica cloud services.","DescriptionTechnical Skills: Salesforce developer with strong Apex, Visualforce and #URL_9c5f751b7ed85d808872f8eb3e558a747f92376a3c1005f6b91fe07438fe13f9#rogramming skills.Demonstrative success with at least two large Sales#URL_9c5f751b7ed85d808872f8eb3e558a747f92376a3c1005f6b91fe07438fe13f9#Integration projects.Strong Java/JSP/XML/JSON/Web Services (WSDL/SOAP/REST) experience required.Knowledge in web-based systems architecture, service-based architecture,enterprise application required.Understanding of how to integrate data from multiple external sources and leverage it within the CRM environment is strongly required.Experience with scripted data loader, web services, cloud or on-premise middleware and other enterprise integrating technologies.Proven experience in interfacing highly complex solutions with APIs and enterprise platforms and services.Experience working on the Sales#URL_9c5f751b7ed85d808872f8eb3e558a747f92376a3c1005f6b91fe07438fe13f9# Service Cloud is highly desired.Experience working in the Financial Industry is a definite plus.Sales#URL_9c5f751b7ed85d808872f8eb3e558a747f92376a3c1005f6b91fe07438fe13f9# certifications (401/501) are a plus. More than six years of combined application development experience.Four years or more of Sales#URL_9c5f751b7ed85d808872f8eb3e558a747f92376a3c1005f6b91fe07438fe13f9# application development and configuration. ",,1,0
Plant Engineer ,,"Qualifications:  • A bachelor degree in Mechanical, or Plant Engineering. Degree can be waived based on other acceptable education and previous work experience. ","Responsibilities: • The Plant Engineer will play a key leadership role in managing the facility functions of a fortune 500 medical device manufacturer.The position will lead teams and play an integral role in designing the vision and strategy of the Plants facility and utilities support systems as we continue to grow and expand to meet ever increasing customer demand. The Plant Engineer also has the opportunity to interface and collaborate with other BD associates and manufacturing plants worldwide, and reports directly to the Plant Engineering Supervisor",,0,0
Military Veterans Wanted for Solar Energy Construction,,"This Job Site is on the border of California and Nevada. Job Description:The solar position involves installing grid-tied solar photovoltaic (PV) systems for residential, commercial, industrial and or ground-mounted projects. Solar PV Installers work in teams under the direction of a Crew Lead Installer. Installers will assist the crew lead with all aspects of the onsite installation of the systems. All team members have the duty to ensure installation sites meet safety and quality control standards.  General Construction positions start from general labor through all specialty skills, such as concrete, electrical, carpentry, form setters, to truck drivers and forklift operators. Solar Responsibilities:-Prep system components and equipment for each installation job-Assemble solar modules and mounting hardware-Install and maintain racking, panels, and stand offs for solar PV systems-Properly flashing roof penetrations-Conduct electrical (AC/DC) wiring of solar array-Complete training requirements for safety, installation methodology, and new products General Construction Responsibilities:   -Prep the site-Installation and Maintenance-All forms of concrete work-Electrical wiring Requirements &amp; Qualifications:-U.S. military veteran with a service discharge of Honorable or General (Under Honorable Conditions)-Provide a copy of DD-214 (member 4)-High School diploma or GED required-Must be able to lift 75 lbs -Willing and able to work in extreme conditions (example- heat, cold, on your feet for long periods of time, etc.)-Must be comfortable climbing ladders, working at heights and on rooftops                                   –Must be comfortable working on your knees or in bent knee positions for long periods of time as required-Ability to communicate effectively through verbal or written channels (example-in person, phone, E-mail, etc.)-Professional conduct and excellent customer service skills-Must be able to successfully pass a pre-employment background screening (criminal, driving, and drug test)-Must possess a valid state driver’s license and pass a Motor Vehicle Report (no DUIs in the last 5 years) –Must have reliable transportation   –Bilingual a plus but not required–A copy of all licenses and certifications current or expired (vehicle, machine, operator, OSHA, safety, etc) The following skills/experience is strongly preferred, but not required: for solar, construction, electrical, or roofing, As a Veteran our partners are looking to hire you for your strong work ethic, that’s the experience most of them are looking for. Schedule:Work schedule is predicated on contractor/project requirements. Pay Rate:$15 per hour (negotiable based on experience) Apply to Empower America and become a Solar Professional in one of the nation’s fastest growing industries. In most cases, training will be on the job. Solar experience is not required.                                                                                                   ",,,1,0
Production Supervisor,,"(We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)#URL_94f805e93a6fa859cd8540e9767e187e295d764a384221d77f8880142b6416b7#-#URL_dbdb917780b325918ec611d0f47d6a0dff5ee871b96bc71180616d0d0570925b#EDUCATION: 4-year degree required; Business, Food Science, Engineering or related disciplines.REQUIRED SKILLS:3+ years of experience in a food manufacturing or consumer packaged goods industry;Must have experience in a Lean Manufacturing environment;Good knowledge of quality regulatory requirements: GMP, AIB, FDA;",,,0,0
Technical Support Technician,,"As a Technical Support Technician working out of our Bellingham office, your primary job function will be to provide industry-leading customer service, including technical support, on our point-of-sale terminals and peripherals via phone, chat, remote desktop and email to our dealers and end users.JOB DUTIESProvide expert technical support to dealers and end usersTroubleshoot via phone, online chat, and emailsPerform remote desktop sessions to aid in troubleshooting processIssue Return Materials Authorizations (RMAs) and follow through with the RMA processRecord detailed notes on hardware issues within our repairs systemRepair and clean computer hardware and peripherals to a like new condition",Extensive computer hardware and software knowledgeAbility to proficiently troubleshoot technical hardware issuesHigh attention to detail with the ability to multi-task and learn on the flyFriendly professional personality with ability to keep composure during difficult callsFluent in Spanish a plus,"Starting pay DOE + Incentive Pay.Benefits: Health, dental, vision, 401k with company match, on-site gym, education incentives.",1,0
Telemarketer,5000.0,Customer Relationship Management specialist company looking to hire people to add to our Telemarketing team. This is a Virtual position and all Candidates must be comfortable working from their home.Location: Virtual (From your Home) Responsibilities:Cold-calling leadsForwarding potential clients to our Sales Team,High School Diploma or Equivalent,"Compensation: Hourly rate $14 - $17.50First year expected income with commission: $50,000 (uncapped)",1,0
Office Clerk - Criminal Justice (Downtown),,"Pardon Services Canada is an established entrepreneurial legal services company. We specialize in obtaining pardons and waivers for individuals with past criminal records. Our expertise and 23 years of experience has made us the leader in the field.We are growing our company and have an immediate opening for a bright individual in our downtown Vancouver offices. Responsibilities include answering telephone inquiries, interviewing clients, preparing correspondence and contributing to our custom CRM database. You will be liaising with government offices such as the Courts and the local police, RCMP, National Parole Board and the US Department of Homeland Security. Advocacy skills are needed.Candidates must have excellent communication skills and be able to relay information succinctly and with confidence. Ability to work independently and a propensity to take initiative is necessary. A degree, training or a demonstrated interest in the criminal justice field is necessary.We have bright, spacious and friendly downtown offices.If you feel you could make a contribution to our company, please send your resume with a letter stating your salary expectations to our Vancouver offices.",,,1,0
Oil/Gas Asset Manager,,"Position SummaryThe Asset Manager will plan, develop and execute on a wide variety of projects, across a number of functional areas including Technical Services, Operations, and Maintenance. This person will provide strategic oversight and management of masts and substructures for the company while also working closely with teammates to provide support, collaboration, and strategic vision. This role requires a collaborative, goal-oriented and solution-based approach to successfully manage a wide range of assigned critical projects while meeting time sensitive objectives.Key Responsibilities:Coordinate with Regional Operations and field support teams to achieve company objectives. Serve as the primary point of contact for Equipment Manufacturers to adequately track project status; distribute product line bulletins; collect and disseminate lessons learned; and confirm implementation across the Company. Establish, coordinate, and maintain company warranty processes and guidelines. Develop and maintain quality product review processes, utilizing cross-functional teams (internal and external) to analyze equipment data. Define, produce and communicate KPI results across the company at set intervals for required equipment; Track real-time status of project deployment and providing regular reports to internal and external Company stakeholders. Develop processes that work within the MOC (Management of Change) policy to ensure the standardization of equipment. Lead the responsibility for identifying and managing quantity and quality of project deliverables within established project deadlines. Develop and implement maintenance plans and policies for all company owned critical equipment. Develop maintenance program budgets Develop AFE (Approval for Expenditure) and purchasing processes; forecasts, and track and report on costs Produce trending analysis to assess the effectiveness of maintenance programs and procedures. Develop a critical spares strategy; monitor and oversee implementation in the field. Establish asset critical spare parts to minimize financial impact and non-productive time while maximizing regional/rig efficiencies. Serve as subject matter expert for company support.","Minimum Qualifications:The ideal candidate will have sufficient project management skills to coordinate over $1M+ in orders and be able to develop the required processes to support the efficient operation of cross functional teams. The candidate should possess the following skills: Solid depth of experience in a technical field or related industry 3-4 years' experience in a project management role Proven ability to initialize, plan, execute, control and monitor a project Ability to understand cost-to completion projections and makes decisions accordingly Ability to develop forecasts and establish and manage budgets Ability to use a variety of techniques and tools to manage the project scope, cost, schedule, contractual deliverables and devise contingency plans to ensure Ability to analyze failure and reliability rates Ability to drive performance through effective leadership, decision-making, and problem-solving skills Must possess effective verbal and written communication skills and have the ability to engage with all levels of management, colleagues, and with individuals inside and outside of the Company. Must possess strong computer skills with a proven ability to utilize Microsoft Office Software, e.g. MS Word, Power Point, Projects, Visio, Excel etc., and other discipline specific-software applications to drive efficiency in productivity. Must be eligible to drive a company vehicle and meet the requirements of the company vehicle use agreement and driving policyPreferred Qualifications:BS degree in Mechanical EngineeringRelevant experience in the oil and gas and/or electrical industries will be of particular interest.Work Environment This position requires the person to be able to work in a time sensitive, high visible role and regularly travel as needed to support business units and visit work sites. It may also require extended travel to remote locations and/or overnight stay(s) during variable hours. Variable work hours includes hours worked on the weekend , on holiday s, and hours to travel within and outside of the assigned region.The Asset Manager must work with an emphasis on planning, multitasking and prioritization to maximize efficiency of the team . Must be able to work closely with others and manage customer interaction in a professional manner. Ability to safely navigate work sites with occasional walking, climbing, standing, stepping, etc., during normal operating conditions (day/night, outdoor hot/cold weather) and while utilizing designated personal protective equipment (PPE).APPLICANT REQUIREMENTS:In order to apply for this position, applicants MUST meet the following criteria. If your resume does not match these criteria, you will not be able to apply for this position.",,0,1
Typist / Data Processing Clerical,,"We are seeking individuals to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time opportunities in a variety of career fields including but not limited to: data entry, customer support, billing, typing, and administrative.These positions guarantee wages ranging from $12 per hour up to six figure salary. This includes bonuses, benefits, and flexibility over your work schedule.Legitimate work from home jobs are going to require that you have skills relevant to the position you’re applying for. Training is provided based on the position.",Home Office SuppliesComputer with internet accessQuiet work area away from distractionsMust be able to work independently and get the job done with little guidance.,,0,1
Oracle Retail Developer,,"Title Oracle Retail DeveloperLocation : SFO CADuraiton : 12 monthsRate - $75/hr,C2CJoB Description : Experience in working at least one of the Oracle Retail implementation projects (ORMS, OReSA, ORPM, ORIB, REIM, RDF etc).","Basic understanding of PL/SQL, Pro*C and Oracle Forms.Experience in managing full lifecycle Oracle Retail projects including writing BRDâ€™s, Gap Functional Designs, Impact Analysis, Job Scheduling.Prior experience of working in Oracle Retail implementations.Understanding technical designs must be able to do development work by referring technical designs.Basic understanding of Job cycle impacts and job schedules.In depth understanding in the areas of data analysis, application integration, software testing, systems analysis and design, systems development, troubleshooting and problem solving on problems of diverse scope and complexityExcellent business communication, writing and interpersonal skills.Customer focusCapable of making reliable decisionsOrientation toward results and high qualityExcellent planning &amp; organization skillsDemonstrated analysis/assessment capabilities",,1,0
Customer Service Associate (French Speaker),,"About UsWe take the hassle out of finding and booking a cleaner online. We currently help you book a trusted cleaner in under 60 seconds, from your phone, iPad or laptop — but that's just the beginning. Having recently secured funds from Accel (the backers behind Facebook, Spotify, Etsy, Dropbox to name a few) we are set to expand internationally and need to build out our Marketing team.We are genuinely passionate about our customers and freeing up more with their time to do what they want in their busy lives.  We enjoy active conversations with them, solving problems because they help us to understand their needs more – and to create a better service for them. We want to continually engage and delight them and this is where you come in! You will be joining a passionate team based in Vauxhall and there is plenty of opportunity for you to grow upwards as the company expands. ResponsibilitiesWe have awesome customers because we take care of them. That’s your main task!Answering the phone, emails, texts and tweets.We have awesome cleaners because we take care of them. You'll be fielding queries and issues they run into when out and about.You will also play a part in promoting #URL_ff63a650f387cb722b8e7880655b3f1e996e58bcc123a222a23f39e1a834837a# through social media and offline campaigns. You can also get involved in recruiting cleaners, our expansion plans and training up new hires - we are small so you can help craft your own role! ","About YouYou must have previous customer service experience and enjoy talking to peopleYou must have excellent English and French speaking and writing skillsYou need to be flexible and able to deal with an ever changing environmentYou should be good a problem solving, able to take the initiative, be enthusiastic and have a positive attitudeAn interest in working in start ups","BenefitsSalary is £16-20k depending on experience excluding bonus28 days paid holiday per yearEmployee share option planUnrestricted growth opportunities - we want you to grow and rise with the companyA very fun office environment, field trips, free beer and team nights outThe opportunity to join a well-backed, fast growing European start up in the early stages",1,0
Driver - Light Duty (Santa Fe Springs),,"Position available is located in our Santa Fe Springs, CA location.Responsible for daily delivery of company products to customer locations in a safe and timely manner ensuring the reputation of being the First Choice in Quality and Service.","Essential Job FunctionsSelect, sort and verify orders for delivery;Plan daily delivery route and strategy for the day;Make changes to the delivery route as per customer needs and requests;Pre-inspect orders for damage and quality before delivery;Load and/or assist with loading the vehicle for deliveries;Ensure that the load is in compliance with weight and other load limits;Conduct a daily walk around safety inspection of the delivery vehicle;Make on-time deliveries to customer locations as per pre-determined route schedule:Unload customer orders at customer location;Provide excellent, professional and courteous services to customers during each stop;Complete and maintain paperwork as required by company policy, procedures and directions provided by supervisor;Responsible to know and comply with all Company policies and procedures including safety and fleet safety policies and procedures;Follow all Department of Motor Vehicle policies and procedures at all times;Responsible to know and comply with all Company policies and procedures including safety and fleet safety policies and procedures;Responsible to ensure that the delivery vehicle is clean, safe, maintained and in good operating condition;Operate a forklift;Perform housekeeping duties within your work area maintaining a clean and safe working environment. Non-Essential Job FunctionsShipping;Receiving;Counter Sales;Must assist others and perform additional tasks as directed by the Operations Manager. Skills/QualificationsAbility to operate a small to medium size truck;Must have and maintain a clean driving record in compliance with company set standards;A general knowledge of the surrounding delivery areas;Prioritization, Organization, and Execution — ability to multi-task in a stressful, fast paced working environment;Attention to Detail,;Must have the ability to prioritize and organize;Good customer service skills. QualificationsTo perform this job successfully, an individual must be able to perform each essential job function satisfactorily. The requirements listed in this job description are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with qualified disabilities to perform the essential functions of the job. RequirementsHigh School Diploma or GED;A current valid Class C Driver's License;Basic computer skills;Ability to be certified as a forklift operator;A minimum of five years of general driving experience;1-3 years of route delivery experience. Physical DemandsRequires the ability to walk, stand, carry materials, stoop, kneel, bend at the waist, reach overhead and climb ladders and/or on and off of equipment:May require sitting and/or standing for long periods of time;Will be required to lift up to 50 lbs on a regular basis; Working EnvironmentAll work is performed within a manufacturing and warehouse environment;Exposure to moving mechanical parts, machinery, fumes, airborne particles, dirt, dust and chemical fumes;The noise level in the work environment is usually moderate to loud and may require hearing protection.Safety shoes, back support and eye protection are also required.Temperature environment range is approximately 30°F to 110°F. SummaryThis position description identifies the key responsibilities, expectations of performance, qualifications and work environment as outlined in the contents.  It is neither intended nor possible to list all tasks and variables the employee may be required to perform or conditions the employee may be subject to.  Employees are expected to follow any and all job related duties and responsibilities, as may be reasonable assigned by management.As an Equal Opportunity Employer, E.B. Bradley, Co. is committed to a diverse workforce.",,1,0
"Producer, Zimbabwe",,"The Producer shall have at least three years of current experience. The Producer shall conceptualize and design complex programs for radio, television and/or the internet, as required, with an innovative and creative approach. Programs are of various formats, such as live and pre-recorded programs, documentaries, specials on breaking news stories, and remote live feeds. The Producer shall determine how these programs and segments of the programs work across platforms and shall ensure that audio and video content migrate to the appropriate web sites and social media sites. The Producer shall perform relevant duties, including writing copy, editing copy, editing audio segments, booking guests and performing interviews when called upon to do so. The individual shall have extensive knowledge of the target region, its people, culture, institutions and political situation, and have the ability to adapt English material to the target language and translate the target language to English. The Producer shall keep up to date on broadcast and technical trends and shall incorporate appropriate production methods into programs. The Producer shall become familiar with the Agency’s Best Practices Guide and shall adhere to its policies.",The Producer shall properly complete all daily tasks. These daily tasks include but are not limited to: properly creating line-ups and logs (fails not more than once per week); executing a program line-up (fails not more than twice per week); correcting production errors in news stories or features (fails not more than twice per week). Knowledge of Zimbabwe is required. ,,1,0
Recruitment Consultant,2000.0,"Are you career driven, motivated by success and prepared to go the extra mile?  Here at Consulte, we pride ourselves on a consistently high level of client and candidate service, adding value to our clients’ staffing needs, ensuring we remain the number one choice in the recruitment to recruitment marketplace.We are, due to overwhelming client demand, in growth mode. We seek driven, ambitious, articulate and relationship driven people to share in our success, and to grow the business.In order to be considered for the role you must possess experience of a target driven sales role, have a positive disposition and resilient character. There will be some call to work outside of office hours however you will be provided with the tools to work from home.Some flexibility within the working day can be agreed to in lieu, to compensate for this: we appreciate people have lives out of work too, and strive to achieve balance. "," The placement of recruitment professionals at all levels  into alternative positions  within the industry.Developing new and existing client relationships, predominantly by telephone and by meeting clients and candidates face to face – Recruitment Heads and Directors, and other relevant decision makers. Being the specialist in your designated market / sector / geographical area.  Sourcing, interviewing, coaching  and managing candidates through the full recruitment process. Offering career advice and “going the extra mile”.Cross selling services and other areas of Consulte both locally and internationally.Achievement of  your personal sales target.Reaching  Key Performance Indicators (KPIs) set around Net Fee Income (NFI), number of requirements, CVs sent, interviews, client meetings, new candidate generation, etc.To actively support team members and the management team in achieving monthly revenue targets.",£18 - £22k Base Salary + Commission IPhone + LaptopGym Target ,0,0
Legal Counsel,,"Reporting to the Head of Legal, this is a rare opportunity for a qualified solicitor to provide commercial and strategic legal advice to all levels of an entrepreneurial and fast-growing business.Key ResponsibilitiesDrafting and negotiating commercial agreements with clients and suppliersAdvising the business about its contractual rights and obligationsManaging and protecting the company’s IP catalogueResponding to complex queries from the business, suppliers and customersReviewing and approving advertisements, press-releases and other promotional materialsWorking closely with the Head of Legal to provide timely and first-class legal support and deputising when requiredAssisting with company secretarial and governance dutiesHelping to manage the use and cost of external legal counselWorking with and supporting the trustee boardAGENCIES: Please do not contact us about this role until after 10th September 2014.","You will ideally be newly qualified - 2 years PQE*. Prior knowledge and experience of pensions law/issues is not a requirement as this is a predominantly commercial role, although an aptitude and enthusiasm to learn and gain experience is essential. You will be able to work autonomously and have excellent attention to detail to take on a varied workload.* The PQE indicated in this advertisement is intended as a guide only and does not preclude applications from those with more or less PQE.","10% Pension Contribution, Private Medical Insurance, 4 x basic salary life assurance and 30 days holiday' are some of the benefits we provide all staff with from day one.",1,0
"Account Sales Managers $80-$130,000/yr",,"We provide No Credit Check Financing to customers of Small and Medium size Businesses and can help 90% of the industries from Auto Mechanics to Dentists and Lawyers.We are seeking skilled Account Managers to grow with us and help us achieve our goals in this new and exciting industry.This is designed as a long-term position for an entrepreneurial individual to really build their book of business, along with their income.Our people enjoy a flexible work environment. High earnings with great incentives like corporate retreats and quick advancement opportunities.","Experience and Skills  Required- Minimum of 3 years of sales experience- Ability to work in a home office environment- Exceptional speaking, writing, and negotiation skills- You must be a motivated self starter and instil that others- College degree","We Provide- Complete online training and office support- Flexible working environment- An exciting and lucrative opportunity for those with a proven results background- Rapid advancement for those highly motivated- Average yearly income of $80-$130,000 based on our straight commission compensation model",1,1
ER Trauma RN,,"Find more jos at #URL_1efb08d6a6da1c56afb2d0c686e1ed0dc14d0fbcb22482369e8a69999aa0d278#Apply directly using below link#URL_1efb08d6a6da1c56afb2d0c686e1ed0dc14d0fbcb22482369e8a69999aa0d278#/jobs-united-states/917712/watkins-staffing/er-trauma-rnER/Trauma RN (per diem) -- Las Vegas, NVRequirements: 2 - year minimum acute experience in a hospital setting. We're eager to fill positions immediately, please apply ASAP. Active Nevada State RN license.12 hour day/nights shifts available, 12 - 48 hours per week***Guaranteed HoursAdvantages of Per Diem Nursing:• Make extra money, depending on their commitment, which is the main advantage. • Pick your own schedules based on your commitment.• 24 hours a week, 36 hours a week - one weekend a month and one holiday a year - these are the nurses making the big bucks, while providing sorely needed coverage.• In most cases staff nurses must work every other weekend, two holidays and can't necessarily pick their schedules.• Nothing can match the flexibility that comes with per diem shifts. Higher PayPer Diem shifts are paid at a higher rate. The flexibility to pick up shifts as needed, combined with higher wages allows you to maximize your earning potential.Bachelor's Degree or Associates Degree in Nursing is requiredMust possess U.S. hospital experience; recent specialty experience within 1 year.Active American Heart Association BLS, ACLS cardWeekly pay rates will be determine based on experience. ***Please Note: If you are proactively looking for an opportunity, or would like to view our MANY openings, you may follow the link and instructions below to create your profile:",,,0,1
RN PACU  ,,"Apply using below link#URL_3f7f4abc5dbe77ea5bef320d928bc380475e678649a1ba93777ebecc06c54afb#Make an impact, without working weekends and holidays!The Southern Orthopaedic Surgery Center of Fayetteville, is seeking an experienced PACU RN. You will be an integral member of our patient care team in our Fayetteville, Ambulatory Surgery Center. Steadily growing volume. PRN and possible full-time options available. We require some flexibility in scheduling for patient load during the week, but won't require you to work weekends or holidays.Service and Teamwork are more than words here. They are the foundation of our service philosophy, as we strive toward regional and national recognition as a center of excellence. Our physicians are all Fellowship Trained in a sub-specialty. They treat patients with general orthopaedic injuries, focusing on their designated sub-specialty, including: Sports Medicine, Hand and Upper Extremity, Spine, Shoulders, Foot and Ankle, or Total Joint.Requires:• Graduate of accredited School of Nursing• Current GA RN license• Outpatient experience required• Knowledge of Orthopedics and experience in an ASC setting desirablePlease send resume to: , or fax: .EOE",,,0,1
Operations Intern - Paid Position,,"Fabrily is on the hunt for a brilliant Operations intern to join our team. We are looking for someone who is energetic, intelligent, problem solver, with a high attention to detail, and willing to take on responsibility from day one. We want someone to join our hardworking Operations team so that we can keep enabling Fabrily’s growth.What is Fabrily?Fabrily is a startup that makes it easy for campaigners/communities/charities/causes/artists. etc… to raise funds and awareness with custom merchandise (T-shirts, Hoodies, iPhone covers, etc…). Users design merchandise with Fabrily’s help and sell it to their network/community. Fabrily handles the printing and shipping and give the profits back to the sellers. It is absolutely free for the sellers to use.This 60 second video explains how it works – #URL_39f7a1fd2a9c4e06693f732e976b7ec6011a6484aa0363b7a85cf5f2968742d5#We have already seen an amazing takeup of the service and have big plans for the future.The internship will be for a duration of 3 months with the view of offering the right person a full time job offer at the end of the internship.Key Responsibilities* Design, analyse and improve fulfillment and quality control processes* Coordinate with suppliers to make sure everything in the supply chain runs smoothly. Troubleshooting.* Research and identify alternative logistical options to cater to existing and/or potential markets in a more cost-effective way* Help out with admin and office management tasks","* Self motivated, proactive, well organized and efficient* Open-minded and willing to do what’s necessary to keep the business growing* Essential to have a high attention to detail* Should take the initiative, pick things up and run with it* Good networker with impeccable spoken and written English.* Should be ready to make phone calls and deal with suppliers to sort out issues as needed",* Work as a paid intern in an exciting new startup* Be a part of taking a fast paced startup to the next level* Lots of learning and networking* Flexibility to work remotely as and when needed* Inputs and involvement in other parts of the business* Have an impact from the very first day on Fabrily’s performance by improving its efficiency and reducing costs,1,0
Subsea Process System Engineer,,"Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the futureWe are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future. Aker Solutions is a world leading supplier of subsea pumping, compression, processing and power distribution systems for the subsea oil and gas industry. Currently we are realizing the Åsgard Subsea Compression System ready to start up in 2015. We see a development of market opportunities, where even more processing systems are moved subsea establishing the future subsea factory. Aker Solutions will split into two companies, one that will retain the Aker Solutions name and will focus on the subsea business and field design and a new oil-services investment company named Akastor consisting of six businesses that will be run independently.Aker Solutions’ subsea power and process unit is continuously improving solutions realizing the subsea factory. We are looking for highly motivated and creative engineers capable of shaping this future.We have several open positions at Houston, TX within subsea processing - separation, compression, and power systems. We need you to join the team in developing subsea processing solutions including separation, compression, flow assurance and pumps.Responsibilities and tasks• Take lead and be a driving force within subsea processing technology and systems from idea to the market. • Be the lead process system specialist in subsea processing projects, studies and concept developments, responsible for process system layout, design and simulations. • Be responsible for defining process system equipment.","Qualifications &amp; personal attributesQualifications:• Strong fundamental understanding within fluid mechanics and characteristics, thermodynamics, energy processes and flow assurance.• Experience within oil and gas process systems and subsea processing design.• Understanding of the flow assurance challenges within subsea field development from reservoir to topside.• Master of Science or PhD in relevant discipline.• Oil &amp; gas experience (5-8 years) within subsea or offshore industry, preferable within processing. Candidates with less experience but with strong qualifications may be evaluated.Personal qualities:• Ability to apply the fundamental competence to improve existing and in exploring new solutions. • Innovative and problem solving mindset. • Result orientated - ability to have an elevated, global view over a challenge and identify and solve the key issues.• Ability to work under pressure and on own initiative.• Team player but also self-managed, independent and pro-active.",We offer• Friendly colleagues in an industry with a bright future.• An environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• Competitive benefits and strong focus on work-life balance.• A good and creative working environment in a technical driven organization.• Interesting and challenging work tasks in one of the leading subsea technology companies worldwide.• Good career development opportunities nationally and internationally.• An expansive company under constant development • Good personnel and pension insurances and welfare benefits for all employees.,1,1
Android - Mobile UI Expert,25000.0,"You’ve just stumbled upon the dream opportunity in the hybrid HTML5 &amp; native mobile space. These types of opportunities only come around once. If you’re highly ambitious (and talented) at developing hybrid mobile apps coupled with an entrepreneurial spirit, then you have found the rarest of all opportunities. Our single most core value: enable remarkable people to do remarkable things!In this role you will be exposed to hybrid HTML5 &amp; native mobile apps for some of the world’s most renowned brands. You will be leading R&amp;D for the development of cutting-edge apps for Google Glass and other wearable devices. Most importantly, you will have the once-in-a-lifetime opportunity to join us in growing our mobile development practice to become one of the top brands in our space.We are a startup and will always remain a startup at our core - no matter how be we become. We value talent and attitude over experience. If you have the talent, the heart and the passion to be super successful then apply now for this highly rewarding opportunity.","Work directly with a Top 20 Global Brand as our Android Expert.Solid experience with HTML5, Javascript, JS MVC (i.e Backbone), CSS3 &amp; Cordova/Phonegap.Solid experience with Android development.Strong foundation in Core Computer Science and Software Engineering. You have to be very comfortable with your bits and bytes, programming fundamentals, algorithms, hardware, internet fundamentals, OS, etc.Solid communication skillExperience that shows freethinking, leadership and an entrepreneurial spiritPassion for R&amp;D and being ahead of the cutting-edge technologiesSolid understanding of internet architecture. You have to have very good working knowledge with how websites and mobile apps are served over the Internet.Knowledge of SCRUM/Agile Software development practice","Company provided health, life, vision and dental insuranceCompany contributes toward spouse and/or childern insuranceRetirement savings - company contributes 3%Attend meetups, hackathons and conferences (i.e. SXSW, Disrupt NY, etc.)Frequent team member outtings (i.e. happy hour, drive race cars, laser tag, etc.)Industry-leading performance bonuses for ALL team members#URL_5c1218736952ffb2fde631e2e03cf1e308a17042883fe78790ad1d877e6265b9# employee accees - up to 50% off on shopping, 30% of in travel",1,0
