title,label
Newt Says GOP Women Are Actually Thanking Him for Calling Out Megyn Kelly on ‘Sex Obsession’,FAKE
An Admittedly Ingenious Low,FAKE
Week of Donald Trump-Hillary Clinton feud a taste of things to come,REAL
Trump calls for charges against Clinton after FBI interview in email investigation,REAL
Teenager ‘enamored with ISIS’ in court over ‘viable device’ found on London Underground,FAKE
How To Talk To Your Child About Death - The Onion - America's Finest News Source,FAKE
Busted: Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job,FAKE
BREAKING: U.S. And Russian Jets Almost Collide Over Syria,FAKE
"Cruz takes all 14 delegates at Wyoming GOP convention, NY primary next",REAL
Think Indiana is bad? It's legal to deny service to gay and lesbian people in 29 states.,REAL
Crossing the Acheron: Back to Vietnam,FAKE
"Before leak, NSA mulled ending phone program",REAL
“America has lost” in the Philippines,FAKE
Report: Solar industry added jobs 20 times faster than the national average last year,REAL
The teachable moment of Saudi Arabia’s economic threat against the United States,REAL
What Are Saponins? Discovering Their Health Benefits,FAKE
Why the Democrats Keep Losing the Congress,FAKE
Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation?,FAKE
The wingnut myth that refuses to die: The one simple reason why there’s no “liberal media conspiracy”,REAL
LEAKED BOMBSHELL: The Shocking Truth About Hillary That Huma Abedin Has Concealed For Years,FAKE
Bombshell: 2006 audio of Hillary Clinton proposing rigging Palestine election,FAKE
Dems’ scary electoral future: Why the progressive sales pitch is getting harder,REAL
Chinese Immigrants Demand Protection from Paris Muggers,FAKE
Transylvania Recalls Melania Trump While Movement To Deport Her Gains Steam,FAKE
NYC Democratic Election Commissioner: “They Bus People Around to Vote”,FAKE
"Poll: With 2016 approaching, Clinton maintains advantages",REAL
"Facebook is full of fake news stories. On Election Day, don’t fall for them.",REAL
Electric Floors Could Generate Renewable Energy From Walking,FAKE
Kind Samaritan Pays Off All Overdue Lunch Fees At Hometown Elementary School,FAKE
"Why now, John Kasich?",REAL
New Heavy-Duty Voting Machine Allows Americans To Take Out Frustration On It Before Casting Ballot - The Onion - America's Finest News Source,FAKE
House approves Syrian refugees bill,REAL
Round 2: GOP rivals try to ding Trump at debate – front-runner hits back,REAL
Hillary admits creation of Mujahedin plague,FAKE
Russia prevented Spain from diplomatical conflict denying its proposal,FAKE
Get Ready For A Likely Market Crash After Election [Video w/ Transcript],FAKE
When white nationalists show up to 'monitor' the polls,REAL
Michelle Obama Deletes Hillary Clinton From Twitter,FAKE
DAPL Protesters Proven Right as Largest Gas Pipeline in U.S. Experiences Massive and Deadly Explosion,FAKE
Jeb Bush Attacks Obama Administration For Failing 'Easy Calls' On Religious Freedom,REAL
US Insiders  Not Russia  Leaked Clinton Emails,FAKE
Iraq ‘Ready For War’ With Turkey Over Who Should Control Mosul After Isis,FAKE
Trump voter listens carefully to call for national unity then sets up Aryan website,FAKE
NOT KIDDING: Colleges Give Students “Safe Spaces” To Cry Over Trump Win…Threaten Students Over Pro-Trump “Chalkings”,FAKE
"Ferguson, N. Charleston: 2 police killings, 2 outcomes",REAL
"Uber Drivers Found To Discriminate By Gender, Race - The Onion - America's Finest News Source",FAKE
Putin Dedicates Christian Statue to Prince Vladimir,FAKE
Newt Gingrich goes berserk when Fox News Megyn Kelly referred to Trump as a sexual predator,FAKE
Why Sprott Believes Gold Bullion Is A Mandatory Portfolio Asset,FAKE
Let’s Be Clear—A Vote for Warmonger Hillary Clinton Is a Vote for World War 3,FAKE
Twitter Users DESTROY Clinton Puppet James Comey #ComeyResign – TruthFeed,FAKE
Trump says GOP opposition to him 'taking advantage of our country',REAL
GOP voters want an apocalypse: The truth about Trump & Carson’s success,REAL
EWAO Hubble has just spotted mysterious 'plasma balls' of unknown origin,FAKE
Donald Trump's lost month in Iowa,REAL
Hillary Helped Chelsea’s Friend With VISA Issues Within 2 Hours,FAKE
"From downed Russian jet, hard lessons about destroying Islamic State",REAL
Webb rips Clinton's State record as he mulls independent White House bid,REAL
JOHNSON & JOHNSON ORDERED TO PAY $70 MILLION TO CALIFORNIA WOMAN FOR CANCER-LINKED BABY POWDER,FAKE
Who's Got the Best Chance against Clinton? It's Not Who You Think…,REAL
"Rubio: Obama's diplomacy with dictators threatens America's safety, security",REAL
The Daily 202: Clinton and Trump cave to pressure,REAL
"Inside the Invisible Government: War, Propaganda, Clinton & Trump",FAKE
"Former GOP Congressman Goes Full Trump, Encourages Armed Revolt If Clinton Wins",FAKE
"For young black activists, an urgent task: Persuading peers to vote",REAL
Peter Brimelow On With Steve Curtis At 8:05 Eastern,FAKE
Marco Rubio’s big gamble,REAL
Donald Trump's year of tweeting dangerously,REAL
Coalition Nations Seek to Put North Korea in a Vise,FAKE
National Review disses Donald Trump: Why the magazine's plan won't work,REAL
Hillary Clinton's 'Delegate Hell',REAL
Thomas Frank Explores Whether Hillary Clinton and the Democratic Party Will Address Inequality,FAKE
Congress likely to blow budget deadline,REAL
Ukraine Withdraws Forces After Fight Over Strategic City,REAL
6 Myths That Men Believe About Southeast Asia,FAKE
What happened in this election?,FAKE
Top university stole millions from taxpayers by faking global warming research,FAKE
No charges after new review of Hillary Clinton emails – FBI director,FAKE
"Playing the “rigged” card: Trump, Jones and other conspiracy mongers must look within the GOP for the legit scandals",REAL
“Brexit means Clusterfuck” confirms Prime Minister,FAKE
Why Netanyahu is confronting the White House,REAL
‘Ignored’ voter to become ‘absolutely shafted’ voter,FAKE
Hillary Reboots ‘Vast Right-Wing Conspiracy’ Playbook,FAKE
"GOP Leaders: Donald Trump, Paul Ryan Meeting 'Critical'",REAL
Can U.S. Elections Really Be Stolen? Yes      : Information Clearing House - ICH,FAKE
Obamacare group slashes staff,REAL
Obama Admits to Rigged Elections back in 2008,FAKE
Alien Insects Capture In UK,FAKE
"Hesston, Kansas, mass shooting: what we know",REAL
Janet Yellen won't say when interest rates will rise because she doesn't know,REAL
"Actually, many Trump voters are in one basket and it’s both racist and economically frustrated",REAL
EWAO Stephen Hawking Warns: STOP Searching for Aliens before its TOO LATE,FAKE
Chinese may become Russia’s second largest ethnic population by 2050 | Russia & India Report,FAKE
Clinton Cries Racism Tagging Trump with KKK; Trump Says 'She Lies',REAL
There's Something O'Reilly Trusts Even Less Than Iran,REAL
"Meet the Neocons, 9/11 Criminals and Goldman Bankers On Team Trump : The Corbett Report",FAKE
This Times newspaper correction is amusing,FAKE
Obama vowed to be the healer-in-chief. He never made the effort - The Boston Globe,REAL
"6 neo-Nazis arrested in Motorola assassination case, SBU plot exposed - Fort Russ",FAKE
Clinton campaign: WikiLeaks hack gets ‘closer and closer to the Trump campaign’,REAL
Did Hillary Insult Sanderistas as ‘Basement Dwellers’? No—Just the Opposite,REAL
Packer to lose more money as Carey wants back-out fee,FAKE
Assange: Clinton Campaign Tried To Hack WikiLeaks,FAKE
"Paul: Laws on sexuality could be more ‘neutral,’ but all should be protected",REAL
What to watch in Tuesday's primaries,REAL
GOP senators demand answers over disclosure of mission to oust ISIS from Mosul,REAL
Comment on WATCH: Human Rights Activists Are Targeting The China Dog Meat Festival by information security architect,FAKE
Why Has Putin Pointed Russia's SATAN Nukes at the US? | Silver Doctors,FAKE
ELECTION DAY QUESTION: Do You Want To Glow In The Dark?,FAKE
"Trump's economic team has a lot of billionaires, very few economic experts",REAL
Family issues weigh heaviest on Biden as he considers a 2016 campaign,REAL
Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation,FAKE
Democratic candidates exhibit a new ferocity in last debate before N.H. vote,REAL
Can Trump Save America Like Putin Saved Russia? — The Saker,FAKE
5 takeaways from the New York primary,REAL
NATO Confirms Major Troop Buildup In Eastern Europe,FAKE
Gary Johnson and Bill Weld Shift Focus to Answering Questions Outside of Debates,REAL
"Ryan Endorses Trump, Trump Crushes Ryan’s Dreams",REAL
The reinvention of Mitt Romney,REAL
Has family guy gone nuts?,FAKE
Donald Trump is really going to be the nominee. This is actually happening.,REAL
Political polarization is getting worse. Everywhere.,REAL
Rubio Goes From Robot to Terminator Against Donald Trump,REAL
Destruction of Walk Of Fame star leaves Donald Trump down to his last six Horcruxes,FAKE
"Nobody Won the VP Debate, Least of All the American Electorate",REAL
Fox News Eats Its Own,REAL
"Exchange of equipment, arms & experience: Large-scale joint NATO drills held in Romania",FAKE
"New math: Where Trump, Clinton stand after primary victories",REAL
What do the protesters believe they are protesting? | OffGuardian,FAKE
Donald Trump Bans 'Washington Post' From Campaign Events,REAL
Debate over the Cleveland Indians’ Mascot,FAKE
Senate Debate Reveals Absurd Level Of Trade Deal Secrecy,REAL
ISLAM NOT WELCOME: Obama just got TERRIBLE NEWS – THIS could END his MUSLIM “REFUGEE” Program… FOREVER!,FAKE
McConnell: Trump's Muslim ban wouldn't pass the Senate,REAL
Putin Warns “US Has Pushed Russia Back Into Nuclear Arms Race”,FAKE
Israel Refuses Participation In Paris Peace Conference,FAKE
"Obama nominates Merrick Garland to Supreme Court, sets up Senate showdown",REAL
‘Like Asking if You’ll Stop Beating Your Wife’: Saudi Ambassador to US Dodges Yemen Cluster Bomb Question - American Herald Tribune,FAKE
National Attention On Ayotte - Hassan (*NH) Senate Race,FAKE
Trump has lit a fire. Can it be contained?,REAL
Energy Update – Super High Geomagnetic Solar Winds,FAKE
Family history hounds Jeb Bush on campaign trail,REAL
Donors to G.O.P. Candidates: You’re on Your Own,REAL
What's NaNoWriMo? Your Story. 30 Days. Try it.,FAKE
Investors Intelligence Says Here Is The Key To A Turnaround In Gold & Silver!,FAKE
Allowing Refugees in US an Open Door to Terror?,REAL
The Loosening Grip,FAKE
"Holder: Ferguson shooter 'disgusting,' 'punk'",REAL
‘Are We Next?’,REAL
Reductress » This Little Girl’s Mind-Blowing Protest Speech Is Everything Her Mother Told Her to Say,FAKE
Gay Rights Will Continue to Divide Republicans: Albert R. Hunt,REAL
Love Trumps Hate: GoFundMe To Rebuild Church Torched By Trump Supporter SHATTERS Fundraising Records,FAKE
Jake Tapper: Where were U.S. leaders in Paris march?,REAL
Hillary Campaign Launching Attacks on the FBI,FAKE
Report: Trump Used Foundation Money to Launch Presidential Campaign,REAL
"Republicans start small on ObamaCare, cross fingers for court intervention",REAL
Don’t Despair: Why This Election Is Our Greatest Blessing,FAKE
Re: It Is Now Mathematically Impossible To Pay Off The U.S. National Debt,FAKE
Trump relents after withholding medical records,REAL
"President Obama Gets Real, Not Revenge, On Republicans",FAKE
We can't reward Hillary Clinton with the White House for breaking all the rules,REAL
Hillary accepts the nomination: A bold speech for a singular moment in American history,REAL
ECB policymakers tout December stimulus extension,FAKE
Here’s How Goldman Sachs Lays People Off | Financial Markets,FAKE
George P. Bush says father Jeb Bush is ‘seriously considering’ 2016 run,REAL
Ben Carson’s harsh spotlight: An unfit candidate struggles under intense scrutiny,REAL
How Hedonistic Game Became The Gateway To Virtuous Truths,FAKE
Rachel Dolezal's brother: She's 'making up more lies',REAL
Transforming hope into reality for patients of drug-resistant TB,FAKE
Court ruling on NSA spying splits 2016 field,REAL
The Battle at UNESCO,FAKE
"Rubio shifts tactics; Trump sticks to themes, seeks unity at subdued GOP debate",REAL
Poll: 6 in 10 Back Renewal of NSA Data Collection,REAL
Baltimore in flames: senseless,REAL
"In Nevada caucuses, Trump gets a third straight win",REAL
How Ted Cruz outfoxed Donald Trump in Iowa,REAL
"Stronger together? Yes, Mrs. Clinton, but what does 'together' really mean?",REAL
:,FAKE
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials,FAKE
"Rep. Jason Chaffetz launches bid for House speaker, shaking up GOP leadership race",REAL
Hillary Clinton showed us a glimpse of her soul at Benghazi hearings. It was chilling,REAL
Orlando: The mainstream media serves up a false narrative about terror attack,REAL
"Jeb Bush Smoked Marijuana, Bullied Other Students In High School",REAL
Ted Cruz says motivating conservatives is key to winning White House,REAL
Netanyahu — Flanked by Boehner — Calls for 'Better Deal' with Iran,REAL
What Is At Stake In The Election,FAKE
Inside the swing-state playbooks,REAL
Top 10 toxins that are poisoning your kids,FAKE
Even Doctors Are Surprised: This Recipe Renews The Knees And Joints!,FAKE
A suburban tide against Trump could sink his election bid,REAL
Anonymous Released Video Exposing Huma Abedin Days Before FBI Announcement,FAKE
Hillary Reveals Her Pick for Secretary of State – This Woman CANNOT be Elected!,FAKE
Open carry comes to Texas: Why the Lone Star state will be safer in 2016,REAL
The Jeb Bush Health Plan: Five Ways It Differs From What Obama's Done,REAL
New Player in the ISIS War: Christian Gazillionaire Foster Friess,REAL
"CNN Fired Donna Brazile 2 Weeks Ago, Made It Public Now After Wikileaks Revelation",FAKE
Reduce Nurse Burnout by Treating Nurses as Well as We Treat Patients,FAKE
Boehner takes revenge,REAL
How Asia trade deal could make or break Obama's foreign policy vision (+video),REAL
Suspects In Paris Magazine Attack Killed; Market Gunman And 4 Hostages Also Dead,REAL
FBI Plan B fails: Clinton to be next president,FAKE
How U.S. Schools Can Improve Math Education - The Onion - America's Finest News Source,FAKE
Why riots happen in places like Baltimore,REAL
"Re: Don’t CLICK that, stupid! Is this email from March 2016 where #PodestaEmails21 and others started?",FAKE
"Police Department Is Being Evicted – Lafayette, CA",FAKE
"In a break with Obama, Clinton lays out tougher worldview",REAL
House Republicans try to gut a key American principle,REAL
"After Gingrich Attacks Megyn Kelly Over 'Sex,' Trump Advisor's 'Threat' Against Her Blows Up Online",FAKE
Halloween Pumpkin Carving Scenes at the Hospital | GomerBlog,FAKE
Wall St. Republicans' dark secret,REAL
"Poll: Trump, Carson top GOP race; Clinton leads Dems but support drops",REAL
"Love Him or Hate Him, Anderson Cooper Just Put a 3rd Degree Burn on Newt for Megyn Kelly 'Sex' Insult",FAKE
Dreaming Beyond Capitalism: a Culture Without Fear,FAKE
Fact-checking the third round of GOP debates,REAL
Anonymous: World War 3 Is On The Horizon (In 2016),FAKE
A Barbaric Race Of Underground-Dwelling Giants Once Inhabited The Mount Shasta Region...,FAKE
The Murder Shaking San Francisco’s Liberal Soul,REAL
"Sanders sharpening message, attacks on Clinton after Nevada loss",REAL
McMullin surge threatens to squeeze Trump's already narrow path to victory,REAL
Proposed Bill Calls for Reconciliation Between Turkey and Armenia,REAL
No Pain No Gain? Lockheed Struggles to Finalize Deal With Pentagon on F-35 Lots,FAKE
"Non-confrontational style, social media aiding Ben Carson's surge in polls",REAL
Shootings In Chattanooga: What We Know About The Alleged Gunman,REAL
The fourth GOP debate is more about the party’s path than personal attacks,REAL
"PIERS MORGAN: “Get Off Your High Horse, Hillary. Only ONE Candidate is Up To Her Neck in FBI Probes and Her Name Isn’t Donald” – TruthFeed",FAKE
Diehard GOP mom: No mother could ever vote for Trump,REAL
GRAPHIC VIDEO Shows White Officer Shooting Unarmed Black Man In Back,REAL
GOP 2016 candidates look to seize momentum out of debates,REAL
Feds Arrest Two Women In New York City In Alleged Terror Plot,REAL
Trump or Clinton - Life or Death,FAKE
"Trump, Clinton cautiously optimistic ahead of Iowa caucuses",REAL
Trump in the White House    : Information,FAKE
Democrats Playing Class Card To Split the White Vote,FAKE
White House: Obama would veto Keystone bill,REAL
Massive Spike In Obamacare Health Premiums Could Boost Trump To Victory,FAKE
US-led coalition killed 300 Syrian civilians in 11 probed strikes – Amnesty,FAKE
Half Of Russians Fear Syria Could Spark WW3,FAKE
Bill O’Reilly’s humiliating bust: Does Fox News have guts to suspend its own serial exaggerator?,REAL
76ers Send Clear Message Over Anthem Singer's Shirt: Keep Politics Off the Court & Just Do Your Job,FAKE
Hillary’s cash flow issue,REAL
Iran Gives Investors Glimpse of $30 Billion in Oil Deals to Come,REAL
"Charleston church massacre suspect caught, but answers elude victims' loved ones",REAL
William F. Buckley would have loathed Fox News: Inside the right-wing media’s intellectual downfall,REAL
"Listen to the Donald Trump voters: It has taken an ignorant demagogue to tell truth about GOP, humiliate party establishment",REAL
Clinton says electing Trump would be 'historic mistake',REAL
It’s A Setup: Dems Claim Russians Will Undermine Elections With Fake Documents Showing Voter Fraud,FAKE
Conservatives Cheer Research Saying Cuts To Unemployment Benefits Helped The Economy,REAL
The GOP front-runner? It's not Jeb Bush,REAL
Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence | RedFlag News,FAKE
Critics pounce as Obama again shows he isn’t easy on America,REAL
Key Time In Collective Human History,FAKE
Cruz allies prevail in North Dakota delegate race,REAL
US Election an elaborate John Lewis Christmas campaign. More soon.,FAKE
Why the Iowa caucuses have such a massive impact on the presidential race,REAL
So you think SUVs are safe? Shocking video,FAKE
"Hillary Clinton, Bernie Sanders: King's legacy is alive",REAL
Russia's 'White Book' on Syria shakes up UN Security Council,FAKE
Irony Redefined: “Human Rights Champion” Suu Kyi Jails Dissidents,FAKE
Chart Of The Day: Since 2009—–Recovery For The 5%; Stagnation for the 95%,FAKE
"Trump Will Go Away, but the Anger He’s Stirred Up Is Just Getting Started",REAL
14 key moments from the Democratic debate,REAL
US-Korean Relations and the New US President | New Eastern Outlook,FAKE
Seven things I’ve learned by covering the third-party candidates,REAL
"To nominate Clinton, it takes a village",REAL
Podesta WikiLeaks UFO Updates — New Names Dragged Down the UFO Rabbit Hole,FAKE
Donald Trump’s statement on the Fox News debate has to be seen to be believed,REAL
"With 95% of Votes In, All Signs Point to a Trump Victory in Florida",FAKE
It’s No Surprise That Trump Might Not Accept Election Results. He’s Never Accepted Democratic Norms.,REAL
"Obama's last State of the Union address in three words: Disjointed, irrelevant and disappointing",REAL
2016 Tribute to our Troops: veterans who continue to serve,FAKE
Limbaugh: Democrats would 'destroy Jesus Christ',FAKE
Hillary Clinton's Second Amendment,REAL
Chattanooga shooting: History of attacks on U.S. military,REAL
"Obama calls for end to nuclear weapons, but U.S. disarmament is slowest since 1980",REAL
Pentagon weighs using force to protect US-backed Syria rebels targeted by Russia,REAL
Global UFO “Invasion” Stirs Panic! Military Denies Involvement 10/29/16 [VIDEO],FAKE
Wreckage in wake of bungled House coup,REAL
"Why Nevada was a bad sign for Bernie Sanders's ""political revolution""",REAL
New York restores order for 2016 front-runners,REAL
"If Clinton goes down, Loretta Lynch will go down with her",FAKE
Pope calls on Catholics to shelter Europe's migrants,REAL
The World War 3 Conspiracy – Episode 1,FAKE
This dad’s tweets about Halloween with his young daughters are brilliant,FAKE
3 winners and 2 losers from Saturday night's Republican debate,REAL
"The Oregon militia standoff, explained",REAL
This is what it’s like to be a Bush stuck at the bottom of the polls,REAL
Flashback: Clinton campaign’s press secretary once thought it was a bad look to second-guess James Comey – twitchy.com,FAKE
7 takeaways from the first Democratic debate,REAL
Donald Trump: 'I want surveillance of certain mosques',REAL
Ky. clerk’s attorney: New marriage licenses ‘not worth the paper they’re written on’,REAL
The GOP case against Loretta Lynch falls apart,REAL
Comment on Trump’s Walk of Fame Star Vandalized by MeThePeople,FAKE
Ruth Bader Ginsburg regrets 'ill-advised' remarks about Donald Trump,REAL
PressTV-Brazil football legend Carlos Alberto laid to rest,FAKE
"Dead heat: Trump, Clinton tied in 3 swing-state polls",REAL
Tony Blair helpfully describes Remain voters as ‘insurgents’,FAKE
Russia’s Syria intervention may force choice on Obama: Act or yield,REAL
2016 latest: Spirit of Christmas to be replaced with ‘Every man for himself’. More soon.,FAKE
Ted Cruz launches bid; Some pundits paint him as scary extremist,REAL
Pope Francis at 9/11 memorial: 'We can never forget them',REAL
Fights Over 'Religious Freedom' And Gay Rights Are Costing Republicans,REAL
Breakthrough Listen Project to Focus on 'Alien Megastructure',FAKE
Prison sentences are getting shorter. But racial disparities are getting worse.,REAL
US election: Hillary Clinton's problem with young women,REAL
Neither Dictator nor King,REAL
Comment on Man of Sin: Obama says illegal aliens can vote because they are U.S. citizens by Christian Zionist,FAKE
The Most Unhealthy Jobs in America,FAKE
Obama delivers emotional eulogy for Beau Biden,REAL
Man burned by fajitas while praying can't sue Applebee's,REAL
Taliban Militants Attack Afghan Parliament In Kabul,REAL
Close call: Russia-U.S. ‘near-miss’ problem moves to Syrian air space,FAKE
Polls show GOP presidential primary fight wide open,REAL
Poll: Rubio leads the GOP pack in matchup against Clinton,REAL
Washington’s Intent is Economic Destabilization and “Regime Change” In Venezuela,FAKE
GOP debate: No one trumps Trump and six other takeaways from Las Vegas,REAL
Mike Huckabee's daughter: Negative tone in GOP race helps Clinton,REAL
One of the Most Undervalued Storable Survival Foods,FAKE
America gives Grand Piano to horse,FAKE
BREAKING: Obama: “We Have Not Had a Major Scandal” in My Administration! HAHAHA!,FAKE
Clinton turns Trump attacks up to 11,REAL
2 gunmen killed following deadly Tunisian museum attack that left 21 dead,REAL
Winners and losers from the 7th Republican presidential debate,REAL
"If you use Facebook to get your news, please — for the love of democracy — read this first",REAL
"Iraqi forces, civilians flee as ISIS gains control of Ramadi, US official says",REAL
"VIDEO : Black Professor, “Black Voters Are Breaking For Trump”",FAKE
'America is already great': Obama urges US to back Clinton in DNC speech,REAL
"Clinton, Trump eye Michigan wins as candidates face first big Midwest test",REAL
Queen Elizabeth II owns every dolphin in Britain and doesn't need a driving licence and doesn't pay tax — here are the incredible powers you didn't know the monarchy has,FAKE
EgyptAir Flight 804: Final moments questioned,REAL
How Donald Trump could win,REAL
The Republicans' Red Scare,REAL
A Message to my Fellow Republicans,REAL
Cameron set to press Obama on tech encryption,REAL
Man uses Trump victory as excuse to call ex-girlfriend,FAKE
"Extreme weather to cause extreme food shortages, task force finds",REAL
San Bernardino divers reportedly pull object from water in evidence search,REAL
Death of Saudi King Abdullah brings uncertain new era for US in Middle East,REAL
Rembrandt Art Proves Chapter 22 of Genesis (MUST SEE),FAKE
Fact-checker takes Obama to task for gun claims,REAL
3 Year Old Son of Singer Michael Bublé Diagnosed With Cancer,FAKE
Obama's Remarks on 'Most Peaceful' World Ring Hollow in Dangerous Middle East,REAL
Re: America Is The Loneliest Country In The World – Is It Because We’ve Abandoned The Traditional Family Structure?,FAKE
John Kasich wooing Iowans mostly from New Hampshire,REAL
"Syrian War Report – November 9, 2016: Russian Navy Is Ready to Strike Terrorists in Aleppo",FAKE
The #1 Reason Why People Are Voting for Trump,FAKE
Why Trump's talk of a rigged vote is so dangerous,REAL
Is Western Civilization Worth Saving?,FAKE
Secretive GOP Group Targets Trump for Destruction,REAL
The Fantasy of a Better Iran Deal,REAL
Netanyahu’s contempt for President Obama,REAL
Meet The Couples Fighting To Make Marriage Equality The Law Of The Land,REAL
GOP’s demonic new crusade: Right-wing zealots look for even crueler ways to treat the poor like garbage,REAL
Candace Cameron Bure Dishes on the Main Conservative Issue Driving Her to the Polls,FAKE
Ben Carson vs. Ben Carson,REAL
"Carson, GOP White House candidates critical of Obama’s Syria plan for 50 Special Ops troops",REAL
No Account for You,FAKE
Iran nuclear talks reportedly hit snag over lifting of sanctions as Obama makes appeal to Iran's people,REAL
Mitch McConnell Pledges To Avoid Debt Ceiling Disaster,REAL
Hillary Clinton: The Alt-Right Has 'Effectively Taken Over the Republican Party',REAL
Nation Mourns 9 Victims In Charleston Church Shooting,REAL
Steve Pieczenik: U.S. Intelligence Waging Coup Against Corrupt Clintons » REGATED,FAKE
Comment software has been rolled back to old version,FAKE
Round Up the Unusual Suspects: Moneyball Nerds Squeeze Out Blacks & Latinos from Baseball Jobs,FAKE
Trump VP’s plane slides off runway at New York airport,FAKE
UK Child Protection Services workers are ‘afraid’ to challenge the ages of Muslim invaders for fear of ending up in court,FAKE
Anti-Communist Group Makes Their First Ever Endorsement Toward The Donald.. Media Silent,FAKE
Lynch faces Congress in attorney general hearing,REAL
The Conspiracy “Theory” Conspiracy [Video Documentary],FAKE
Clinton's Policies Look Like a Death Sentence for Americans,FAKE
State Dept. IDs 2 Americans killed in Nepal quake; 2 others reportedly dead,REAL
Time to press the presidential candidates on Flint’s water crisis,REAL
This is why Trump was smart to avoid her: Megyn Kelly just crushed the GOP debate,REAL
"Life: Touching: After Her Brother Passed Away, This Woman Took Over His Facebook Page To Continue Sharing Islamophobic Rhetoric",FAKE
Clinton Foundation will continue to accept foreign money during Hillary's run,REAL
"Boy wearing a ‘My dad is an ATM’ T-shirt chased by mob; father frisked, robbed",FAKE
Why Isn’t NSA Surveillance an Election Issue?,FAKE
"Genius Kid Trolled White House Halloween Party, Idiot Obama Didn’t Notice",FAKE
Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protesters,FAKE
The judge immigration foes wanted,REAL
Madman Merkel Demands the Internet Publicly Release All Closed-Source Code,FAKE
Here's How Obamacare Is Going To Affect Your Taxes,REAL
George Will: Trump's judge comments prompted exit from GOP,REAL
"Vote as if your life depended upon it, because it does.",FAKE
The new argument against gay equality: Same-sex marriage kills,REAL
Dem convention speeches Day 4: 's Reality Check Team vets the claims,REAL
Now Ted Cruz is the enemy: Rupert Murdoch and WSJ open fire in new GOP civil war,REAL
"The last days of Washington, D.C.: America can no longer mask its steep decline",REAL
16 Times The Obama Administration Lied About The President's Position On Same-Sex Marriage,REAL
Alternative Cancer Treatments With Positive Results and Generic-Drug Probe to Be Filed by Year-End,FAKE
"In Bronx, Sanders voters find more common ground with Trump than Clinton",REAL
The debate moderators missed the opportunity to ask about a real Democratic divide,REAL
Four big takeaways from Trump's 'Acela Primary' triumph,REAL
Elite conservative moneymen remain on sidelines,REAL
Goldman Sachs Endorses Hillary Clinton For President,FAKE
Russia carries out new airstrikes in Syria,REAL
McConnell to Obama: Dems started the SCOTUS wars,REAL
Pacific Islanders may have DNA of unknown human species,FAKE
WOW! Coláiste Lurgan Sing In English For A Change And It’s Shit,FAKE
"TRUMPED: After Deceiving The American People, The New York Times Vows To Start ‘Reporting Honestly’",FAKE
Glenn Reynolds: Donald Trump is the response to a bullying culture,REAL
"Donald Trump, a threat the Founding Fathers foresaw: He proves the need for the Electoral College — and is the best case for superdelegates",REAL
Dr. Mercola: The Dangers of LED Lights,FAKE
Six Corporations Will Soon Rule the Planet,FAKE
FBI Wiretapped Corruption Suspect Discussing Clinton Deals,FAKE
Refugees scooped out of Lake Erie,FAKE
Re: America Has Become A Lawless Nation – Hillary Clinton Magically Cleared By The FBI,FAKE
White House counterterrorism adviser Rand Beers to retire,REAL
Why swing voters are vanishing from US politics,REAL
Netanyahu: Obama's Iranian Nuclear Deal Worse Than Israel Feared,REAL
HILLARY PROMISES END TO VIOLENCE THROUGH CIVILIAN DISARMAMENT,FAKE
"More Evidence Emerges Proving What a Shameless, Crony Fraud Evan Bayh Is",FAKE
"Research Suggests Gun Background Checks Work, But They're Not Everything",REAL
"60 Civilians Killed, 200 Injured As US-Led Airstrikes Hit a School In Iraq",FAKE
Re: OUCH! Hillary Clinton’s self-unaware lecture about religious freedom given important disclaimers,FAKE
Ruth Bader Ginsburg Has Perfect Response When Asked About Women On The Supreme Court,REAL
Rick Rule,FAKE
"Clinton, Sanders Eclipse Challengers in 1st Debate",REAL
The most important line in Obama's new National Security Strategy,REAL
Support for marriage equality in Ireland was strikingly broad,REAL
Ted Cruz isn't liked in Congress. What could that mean if he's president? (+video),REAL
Healthcare system bleeds us dry by design,FAKE
Republicans Warn Iran Against Nuclear Deal With Obama,REAL
Bret Baier: FBI Indictment ALMOST certain in Hillary case,FAKE
"Speaker at Sanders Rally Tells Crowd Not to Vote Clinton, Gets Dragged Off Stage",FAKE
More Reports Of Votes Flipping From Trump To Clinton In Texas ….election Officials Dismiss Concerns… An Ongoing Cbs4 Voter Fraud Investigation Finds People Voting Twice,FAKE
Trump Loves 'the Poorly Educated' ... and Social Media Clamors,REAL
Incredible smoke haze seen outside NDTV office after Arnab quits; bursting of firecrackers suspected,FAKE
Fascism In India - CounterCurrents.org,FAKE
Strategic Culture,FAKE
Do Cholesterol Drugs Have Men By Their Gonads?,FAKE
'HACKING DEMOCRACY' CREATOR JUST EXPOSED HOW HILLARY HAS ALREADY RIGGED '99% of VOTING MACHINES'! -,FAKE
Many Popular Tea Bags Contain Alarming Amounts of Deadly Pesticides (avoid these brands like the plague),FAKE
